Bin	secondary_cluster	primary_cluster	length	completeness	contamination	Secondary_sample_accession	MAG_source	Study	Oral_site	Age_BP	Country	Continent	R1_depth	Paired	Direction	Industrialization	sample_host
GWHAQNC00000000	64_0	64	418222	50.08	2.59	RDPYD18089370	Zhu2022	Zhu2022	TN	7	China	Asia	88101363	Yes	Eastern	Industrial	Homo sapiens
GWHARNB00000000	65_0	65	476004	71.68	0	RSZYD18187174	Zhu2022	Zhu2022	SL	7	China	Asia	74193274	Yes	Eastern	Industrial	Homo sapiens
ERS12516992.bin.r.10	66_0	66	538985	60.53	1.75	ERS12516992	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	102591796	Yes	Global South	Non_industrial	Homo sapiens
GWHAQPA00000000	67_0	67	378166	60.34	0	RDPYD18189850	Zhu2022	Zhu2022	SL	7	China	Asia	62137758	Yes	Eastern	Industrial	Homo sapiens
GWHARCF00000000	68_0	68	571838	55.64	6.18	RSZYD18078401	Zhu2022	Zhu2022	SL	7	China	Asia	88508722	Yes	Eastern	Industrial	Homo sapiens
GWHARLQ00000000	69_0	69	620985	57.66	7.02	RSZYD18187071	Zhu2022	Zhu2022	SL	7	China	Asia	84189495	Yes	Eastern	Industrial	Homo sapiens
GWHAQMM00000000	70_0	70	625899	53.42	2.31	RDPYD18089345	Zhu2022	Zhu2022	TN	7	China	Asia	79185699	Yes	Eastern	Industrial	Homo sapiens
HMP_2012__SRS047824__bin.50	71_0	71	759577	82.75862069	0	SRS047824	Passoli2019	HMP_2012	TN	7	USA	North America	98529794	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS019607__bin.47	72_0	72	656342	64.36139318	1.123595506	SRS019607	Passoli2019	HMP_2012	TN	7	USA	North America	97297561	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS053603__bin.21	73_0	73	481141	54.41063577	0	SRS053603	Passoli2019	HMP_2012	TN	7	USA	North America	76915162	Yes	Western	Industrial	Homo sapiens
GWHAQYL00000000	74_0	74	646470	77.43	5.49	RSZYD18078075	Zhu2022	Zhu2022	SL	7	China	Asia	74736032	Yes	Eastern	Industrial	Homo sapiens
GWHARCX00000000	75_0	75	520339	70.38	1.72	RSZYD18078435	Zhu2022	Zhu2022	SL	7	China	Asia	115595267	Yes	Eastern	Industrial	Homo sapiens
GWHAQVO00000000	76_0	76	651874	72.41	0	RDPYD18300246	Zhu2022	Zhu2022	SL	7	China	Asia	83188115	Yes	Eastern	Industrial	Homo sapiens
GWHARUU00000000	77_0	77	623163	68.97	0	RSZYD18187695	Zhu2022	Zhu2022	SL	7	China	Asia	75167128	Yes	Eastern	Industrial	Homo sapiens
GWHAPXC00000000	78_0	78	754559	63.65	3.96	RSZYD18093179	Zhu2022	Zhu2022	TN	7	China	Asia	76370905	Yes	Eastern	Industrial	Homo sapiens
GWHARRZ00000000	79_0	79	651211	53.51	0.85	RSZYD18187492	Zhu2022	Zhu2022	SL	7	China	Asia	88515987	Yes	Eastern	Industrial	Homo sapiens
GWHARJW00000000	80_0	80	719813	53.42	2.31	RSZYD18088556	Zhu2022	Zhu2022	TN	7	China	Asia	87678582	Yes	Eastern	Industrial	Homo sapiens
GWHAQHH00000000	81_0	81	634772	67.24	1.72	RDPYD18088991	Zhu2022	Zhu2022	TN	7	China	Asia	77111418	Yes	Eastern	Industrial	Homo sapiens
GWHARXN00000000	82_0	82	527302	55.25	0.57	RSZYD18187927	Zhu2022	Zhu2022	SL	7	China	Asia	78286637	Yes	Eastern	Industrial	Homo sapiens
GWHAQJG00000000	83_0	83	615208	74.84	1.72	RDPYD18089227	Zhu2022	Zhu2022	TN	7	China	Asia	85426822	Yes	Eastern	Industrial	Homo sapiens
GWHARPL00000000	84_0	84	507449	63.79	9.48	RSZYD18187295	Zhu2022	Zhu2022	SL	7	China	Asia	69713745	Yes	Eastern	Industrial	Homo sapiens
GWHARTG00000000	85_0	85	466243	51.4	1.75	RSZYD18187587	Zhu2022	Zhu2022	SL	7	China	Asia	79968479	Yes	Eastern	Industrial	Homo sapiens
GWHARRP00000000	86_0	86	519606	65.36	0	RSZYD18187459	Zhu2022	Zhu2022	SL	7	China	Asia	96932593	Yes	Eastern	Industrial	Homo sapiens
GWHARQZ00000000	87_0	87	411733	51.41	1.72	RSZYD18187398	Zhu2022	Zhu2022	SL	7	China	Asia	71450697	Yes	Eastern	Industrial	Homo sapiens
GWHARKQ00000000	88_0	88	381916	52.06	7.14	RSZYD18187029	Zhu2022	Zhu2022	SL	7	China	Asia	105151039	Yes	Eastern	Industrial	Homo sapiens
GWHAPUB00000000	89_0	89	361805	53.29	0	RSZYD18078104	Zhu2022	Zhu2022	SL	7	China	Asia	91016862	Yes	Eastern	Industrial	Homo sapiens
GWHAQQT00000000	90_0	90	393594	60.58	1.72	RDPYD18189932	Zhu2022	Zhu2022	SL	7	China	Asia	80888440	Yes	Eastern	Industrial	Homo sapiens
GWHARYP00000000	91_0	91	354587	53.45	3.45	RSZYD18187991	Zhu2022	Zhu2022	SL	7	China	Asia	87375525	Yes	Eastern	Industrial	Homo sapiens
GWHAPYD00000000	92_0	92	479201	55.56	3.93	RSZYD18187249	Zhu2022	Zhu2022	SL	7	China	Asia	50249299	Yes	Eastern	Industrial	Homo sapiens
GWHAQWT00000000	93_0	93	353540	53.45	0	RDPYD18300328	Zhu2022	Zhu2022	SL	7	China	Asia	87542749	Yes	Eastern	Industrial	Homo sapiens
ERS12516932.bin.r.16	94_0	94	614124	54.39	0	ERS12516932	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	58720204	Yes	Global South	Non_industrial	Homo sapiens
ERS12516970.bin.r.87	95_0	95	645640	57.18	4.36	ERS12516970	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	272017072	Yes	Global South	Non_industrial	Homo sapiens
ERS12516936.bin.r.21	96_0	96	627784	65.67	1.72	ERS12516936	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	50619612	Yes	Global South	Non_industrial	Homo sapiens
ERS12516938.bin.r.24	97_0	97	478440	50.24	0	ERS12516938	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	58325416	Yes	Global South	Non_industrial	Homo sapiens
HMP_2012__SRS018791__bin.34	98_1	98	576294	74.84326019	2.586206897	SRS018791	Passoli2019	HMP_2012	TN	7	USA	North America	118535103	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS057791__bin.34	98_2	98	486877	56.89655172	0	SRS057791	Passoli2019	HMP_2012	TN	7	USA	North America	93903947	Yes	Western	Industrial	Homo sapiens
GWHARAC00000000	99_0	99	800904	84.33	0	RSZYD18078181	Zhu2022	Zhu2022	SL	7	China	Asia	59125800	Yes	Eastern	Industrial	Homo sapiens
MGYG000298627	100_0	100	725630	77.43	0	SAMN14602682	MGNify	SRP256368	TN	7	USA	North America	12098881.3169014	Yes	Western	Industrial	Homo sapiens
MGYG000298627	100_0	100	725630	77.43	0	SAMN14602682	MGNify	SRP256368	TN	7	USA	North America	1576547.75	No	Western	Industrial	Homo sapiens
GWHAQNN00000000	101_0	101	596368	61.99	5.17	RDPYD18093609	Zhu2022	Zhu2022	TN	7	China	Asia	82508942	Yes	Eastern	Industrial	Homo sapiens
GWHAPPX00000000	102_0	102	698998	74.5	0	RDPYD18089360	Zhu2022	Zhu2022	TN	7	China	Asia	68167319	Yes	Eastern	Industrial	Homo sapiens
GWHAQMC00000000	103_0	103	795662	69.33	5.06	RDPYD18089338	Zhu2022	Zhu2022	TN	7	China	Asia	69240154	Yes	Eastern	Industrial	Homo sapiens
GWHARFF00000000	104_0	104	579362	62.1	2.15	RSZYD18078589	Zhu2022	Zhu2022	SL	7	China	Asia	78204676	Yes	Eastern	Industrial	Homo sapiens
GWHAQSY00000000	105_0	105	637656	55.05	0.85	RDPYD18300015	Zhu2022	Zhu2022	SL	7	China	Asia	61165618	Yes	Eastern	Industrial	Homo sapiens
GWHAQHP00000000	106_0	106	515814	52.35	0.16	RDPYD18089001	Zhu2022	Zhu2022	TN	7	China	Asia	86196659	Yes	Eastern	Industrial	Homo sapiens
HMP_2012__SRS011140__bin.1	107_0	107	621648	60.07676739	0	SRS011140	Passoli2019	HMP_2012	TN	7	USA	North America	81772451	Yes	Western	Industrial	Homo sapiens
ERS12516983.bin.r.31	108_0	108	515446	57.13	2.59	ERS12516983	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	109323196	Yes	Global South	Non_industrial	Homo sapiens
GWHAQJB00000000	109_0	109	528376	53.82	0.72	RDPYD18089045	Zhu2022	Zhu2022	TN	7	China	Asia	62466239	Yes	Eastern	Industrial	Homo sapiens
GWHAQUD00000000	110_0	110	652405	78.29	1.72	RDPYD18300101	Zhu2022	Zhu2022	SL	7	China	Asia	80461814	Yes	Eastern	Industrial	Homo sapiens
GWHAQFP00000000	111_0	111	682545	58.21	8.55	RDPYD18088897	Zhu2022	Zhu2022	TN	7	China	Asia	43652304	Yes	Eastern	Industrial	Homo sapiens
GWHAQSG00000000	112_0	112	556955	56.33	0	RDPYD18190857	Zhu2022	Zhu2022	TN	7	China	Asia	70364080	Yes	Eastern	Industrial	Homo sapiens
GWHARJB00000000	113_0	113	438519	53.05	3.45	RSZYD18078796	Zhu2022	Zhu2022	SL	7	China	Asia	57354762	Yes	Eastern	Industrial	Homo sapiens
GWHAQCN00000000	114_0	114	600739	71.05	1.18	RDPYD18075179	Zhu2022	Zhu2022	SL	7	China	Asia	101353269	Yes	Eastern	Industrial	Homo sapiens
GWHAQEC00000000	115_0	115	551626	55.02	0	RDPYD18088829	Zhu2022	Zhu2022	SL	7	China	Asia	75177191	Yes	Eastern	Industrial	Homo sapiens
ERS12516934.bin.r.20	116_0	116	775733	78.65	0	ERS12516934	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	34184652	Yes	Global South	Non_industrial	Homo sapiens
ERS12516976.bin.r.29	117_0	117	835848	73.94	0	ERS12516976	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	60770884	Yes	Global South	Non_industrial	Homo sapiens
ERS12516956.bin.r.16	118_0	118	642168	64.89	1.72	ERS12516956	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	16736008	Yes	Global South	Non_industrial	Homo sapiens
ERS12516994.bin.r.39	119_0	119	720927	71.71	5.17	ERS12516994	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	82473140	Yes	Global South	Non_industrial	Homo sapiens
ERS12516987.bin.r.7	120_0	120	837329	84.33	0	ERS12516987	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	30987308	Yes	Global South	Non_industrial	Homo sapiens
GWHAQJW00000000	121_0	121	636414	58.23	0.21	RDPYD18089253	Zhu2022	Zhu2022	TN	7	China	Asia	80385095	Yes	Eastern	Industrial	Homo sapiens
HMP_2012__SRS056622__bin.57	122_0	122	567760	54.7008547	0.854700855	SRS056622	Passoli2019	HMP_2012	TN	7	USA	North America	91040556	Yes	Western	Industrial	Homo sapiens
GWHAPZC00000000	123_0	123	646308	55.13	0	RSZYD18187344	Zhu2022	Zhu2022	SL	7	China	Asia	67933055	Yes	Eastern	Industrial	Homo sapiens
GWHAQSK00000000	124_0	124	622417	55.13	0.85	RDPYD18190858	Zhu2022	Zhu2022	TN	7	China	Asia	68770954	Yes	Eastern	Industrial	Homo sapiens
GWHAQJQ00000000	125_0	125	635225	53.85	1.71	RDPYD18089241	Zhu2022	Zhu2022	TN	7	China	Asia	78224519	Yes	Eastern	Industrial	Homo sapiens
GWHARXP00000000	126_0	126	611212	66.3	0	RSZYD18187929	Zhu2022	Zhu2022	SL	7	China	Asia	92202610	Yes	Eastern	Industrial	Homo sapiens
GWHAQHS00000000	127_0	127	630932	54.42	0.28	RDPYD18089003	Zhu2022	Zhu2022	TN	7	China	Asia	65118988	Yes	Eastern	Industrial	Homo sapiens
GWHAROO00000000	128_0	128	626263	69.91	0	RSZYD18187267	Zhu2022	Zhu2022	SL	7	China	Asia	69577033	Yes	Eastern	Industrial	Homo sapiens
HMP_2012__SRS018357__bin.32	129_0	129	554409	55.17241379	0.862068966	SRS018357	Passoli2019	HMP_2012	TN	7	USA	North America	78981418	Yes	Western	Industrial	Homo sapiens
GWHAPNX00000000	130_0	130	618681	69.67	3.45	RDPYD18089009	Zhu2022	Zhu2022	TN	7	China	Asia	78142839	Yes	Eastern	Industrial	Homo sapiens
GWHARVS00000000	131_0	131	677965	77.59	0	RSZYD18187799	Zhu2022	Zhu2022	SL	7	China	Asia	78742267	Yes	Eastern	Industrial	Homo sapiens
GWHARIV00000000	132_0	132	664993	65.67	2.59	RSZYD18078790	Zhu2022	Zhu2022	SL	7	China	Asia	64382773	Yes	Eastern	Industrial	Homo sapiens
SEQF6056.1	133_0	133	620127	66.85	0	SEQF6056.1	HOMD	HOMD	RefSeq	7	USA	North America	1	Yes	Western	Industrial	Homo sapiens
GWHAQVB00000000	134_0	134	834208	62.74	8.95	RDPYD18300183	Zhu2022	Zhu2022	SL	7	China	Asia	87778832	Yes	Eastern	Industrial	Homo sapiens
GWHARFT00000000	135_0	135	805033	62.39	0.85	RSZYD18078615	Zhu2022	Zhu2022	SL	7	China	Asia	82877765	Yes	Eastern	Industrial	Homo sapiens
GWHARBQ00000000	136_0	136	702299	58.69	1.98	RSZYD18078319	Zhu2022	Zhu2022	SL	7	China	Asia	61725101	Yes	Eastern	Industrial	Homo sapiens
GWHARSE00000000	137_0	137	741535	79.15	7.76	RSZYD18187503	Zhu2022	Zhu2022	SL	7	China	Asia	89572602	Yes	Eastern	Industrial	Homo sapiens
GWHAPXE00000000	138_0	138	714022	84.33	0	RSZYD18187002	Zhu2022	Zhu2022	SL	7	China	Asia	60754716	Yes	Eastern	Industrial	Homo sapiens
GWHARXZ00000000	139_0	139	652785	80.88	4.98	RSZYD18187958	Zhu2022	Zhu2022	SL	7	China	Asia	75237807	Yes	Eastern	Industrial	Homo sapiens
GWHAQHY00000000	140_0	140	677224	71.79	0.34	RDPYD18089014	Zhu2022	Zhu2022	TN	7	China	Asia	67649943	Yes	Eastern	Industrial	Homo sapiens
GWHAREE00000000	141_0	141	685421	59.92	2.41	RSZYD18078518	Zhu2022	Zhu2022	SL	7	China	Asia	97525910	Yes	Eastern	Industrial	Homo sapiens
GWHARAO00000000	142_0	142	812372	84.33	0	RSZYD18078217	Zhu2022	Zhu2022	SL	7	China	Asia	95841087	Yes	Eastern	Industrial	Homo sapiens
GWHAREG00000000	143_0	143	661008	67.32	1.72	RSZYD18078519	Zhu2022	Zhu2022	SL	7	China	Asia	78156986	Yes	Eastern	Industrial	Homo sapiens
GWHAQHD00000000	144_0	144	743779	62.87	1.71	RDPYD18088981	Zhu2022	Zhu2022	SL	7	China	Asia	75423336	Yes	Eastern	Industrial	Homo sapiens
GWHAQDF00000000	145_0	145	763195	76.88	1.72	RDPYD18088777	Zhu2022	Zhu2022	SL	7	China	Asia	82551395	Yes	Eastern	Industrial	Homo sapiens
GWHAQQY00000000	146_0	146	626016	64.04	1.12	RDPYD18189959	Zhu2022	Zhu2022	SL	7	China	Asia	70977192	Yes	Eastern	Industrial	Homo sapiens
GWHAPNN00000000	147_0	147	783340	82.6	1.72	RDPYD18088979	Zhu2022	Zhu2022	SL	7	China	Asia	66481661	Yes	Eastern	Industrial	Homo sapiens
GWHARJP00000000	148_0	148	782218	84.33	1.72	RSZYD18088549	Zhu2022	Zhu2022	TN	7	China	Asia	68131477	Yes	Eastern	Industrial	Homo sapiens
GWHAPQL00000000	149_0	149	738449	71.91	0	RDPYD18189835	Zhu2022	Zhu2022	SL	7	China	Asia	85416802	Yes	Eastern	Industrial	Homo sapiens
GWHARDA00000000	150_0	150	654331	75.08	2.3	RSZYD18078442	Zhu2022	Zhu2022	SL	7	China	Asia	84801103	Yes	Eastern	Industrial	Homo sapiens
GWHAQNR00000000	151_0	151	690405	76.72	0	RDPYD18093612	Zhu2022	Zhu2022	TN	7	China	Asia	65165014	Yes	Eastern	Industrial	Homo sapiens
GWHAPYS00000000	152_1	152	749839	80.88	0	RSZYD18187330	Zhu2022	Zhu2022	SL	7	China	Asia	86637327	Yes	Eastern	Industrial	Homo sapiens
GWHAQXO00000000	152_2	152	710220	75.08	1.72	RDPYD18300387	Zhu2022	Zhu2022	SL	7	China	Asia	56185803	Yes	Eastern	Industrial	Homo sapiens
GWHARCE00000000	153_0	153	670917	57.17	0	RSZYD18078398	Zhu2022	Zhu2022	SL	7	China	Asia	67055718	Yes	Eastern	Industrial	Homo sapiens
GWHAQJU00000000	154_0	154	708951	76.8	0.86	RDPYD18089251	Zhu2022	Zhu2022	TN	7	China	Asia	80612778	Yes	Eastern	Industrial	Homo sapiens
GWHARUQ00000000	155_0	155	753748	84.33	3.45	RSZYD18187690	Zhu2022	Zhu2022	SL	7	China	Asia	75798436	Yes	Eastern	Industrial	Homo sapiens
GWHAQZD00000000	156_0	156	819698	84.33	1.72	RSZYD18078115	Zhu2022	Zhu2022	SL	7	China	Asia	85665933	Yes	Eastern	Industrial	Homo sapiens
GWHARQI00000000	157_0	157	767957	84.33	0	RSZYD18187350	Zhu2022	Zhu2022	SL	7	China	Asia	73115704	Yes	Eastern	Industrial	Homo sapiens
GWHAQAY00000000	158_0	158	714224	72.41	0	RSZYD18187723	Zhu2022	Zhu2022	SL	7	China	Asia	89204916	Yes	Eastern	Industrial	Homo sapiens
GWHAPNZ00000000	159_0	159	774424	84.33	0	RDPYD18089025	Zhu2022	Zhu2022	TN	7	China	Asia	82048128	Yes	Eastern	Industrial	Homo sapiens
GWHAQRP00000000	160_0	160	732541	82.45	0	RDPYD18190839	Zhu2022	Zhu2022	TN	7	China	Asia	68719403	Yes	Eastern	Industrial	Homo sapiens
GWHAPRY00000000	161_0	161	752339	82.6	1.72	RDPYD18190852	Zhu2022	Zhu2022	TN	7	China	Asia	65342488	Yes	Eastern	Industrial	Homo sapiens
GWHAQWA00000000	162_0	162	724676	76.33	1.72	RDPYD18300286	Zhu2022	Zhu2022	SL	7	China	Asia	75047960	Yes	Eastern	Industrial	Homo sapiens
GWHAQKZ00000000	163_0	163	659417	56.46	0.85	RDPYD18089295	Zhu2022	Zhu2022	TN	7	China	Asia	71038684	Yes	Eastern	Industrial	Homo sapiens
GWHAQLM00000000	164_0	164	688156	64.33	3.96	RDPYD18089311	Zhu2022	Zhu2022	TN	7	China	Asia	66121125	Yes	Eastern	Industrial	Homo sapiens
GWHARON00000000	165_0	165	651844	78.13	8.62	RSZYD18187261	Zhu2022	Zhu2022	SL	7	China	Asia	73035359	Yes	Eastern	Industrial	Homo sapiens
GWHARPZ00000000	166_0	166	694901	79.15	0	RSZYD18187336	Zhu2022	Zhu2022	SL	7	China	Asia	77522636	Yes	Eastern	Industrial	Homo sapiens
GWHAQHU00000000	167_0	167	722111	54.37	7.69	RDPYD18089006	Zhu2022	Zhu2022	TN	7	China	Asia	77123959	Yes	Eastern	Industrial	Homo sapiens
GWHAQIM00000000	168_0	168	578432	56.41	0.14	RDPYD18089030	Zhu2022	Zhu2022	TN	7	China	Asia	70081189	Yes	Eastern	Industrial	Homo sapiens
GWHAQGM00000000	169_0	169	662137	68.97	0	RDPYD18088940	Zhu2022	Zhu2022	TN	7	China	Asia	72524119	Yes	Eastern	Industrial	Homo sapiens
HMP_2012__SRS024375__bin.40	170_0	170	652068	71.45768025	1.724137931	SRS024375	Passoli2019	HMP_2012	TN	7	USA	North America	88273942	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS044373__bin.71	171_0	171	691914	70.68965517	0	SRS044373	Passoli2019	HMP_2012	TN	7	USA	North America	98123890	Yes	Western	Industrial	Homo sapiens
MGYG000298236	172_0	172	714681	76.25	0	SAMN14570673	MGNify	SRP311368	SL	7	USA	North America	443274.428571429	No	Western	Industrial	Homo sapiens
MGYG000299235	173_0	173	635716	57.64	0.21	SAMN14602662	MGNify	SRP256368	TN	7	USA	North America	12098881.3169014	Yes	Western	Industrial	Homo sapiens
MGYG000299235	173_0	173	635716	57.64	0.21	SAMN14602662	MGNify	SRP256368	TN	7	USA	North America	1576547.75	No	Western	Industrial	Homo sapiens
HMP_2012__SRS043663__bin.17	174_0	174	680618	78.29153605	1.724137931	SRS043663	Passoli2019	HMP_2012	TN	7	USA	North America	130849555	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS058336__bin.49	175_0	175	733554	76.3322884	1.724137931	SRS058336	Passoli2019	HMP_2012	TN	7	USA	North America	80266290	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS018591__bin.41	176_0	176	802006	84.32601881	0	SRS018591	Passoli2019	HMP_2012	TN	7	USA	North America	85692719	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS016037__bin.24	177_0	177	676185	67.24137931	0	SRS016037	Passoli2019	HMP_2012	TN	7	USA	North America	102646695	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS021954__bin.32	178_0	178	727928	78.21316614	0	SRS021954	Passoli2019	HMP_2012	TN	7	USA	North America	94172870	Yes	Western	Industrial	Homo sapiens
MGYG000299134	179_0	179	738377	80.88	0	SAMN14602673	MGNify	SRP256368	TN	7	USA	North America	12098881.3169014	Yes	Western	Industrial	Homo sapiens
MGYG000299134	179_0	179	738377	80.88	0	SAMN14602673	MGNify	SRP256368	TN	7	USA	North America	1576547.75	No	Western	Industrial	Homo sapiens
HMP_2012__SRS014684__bin.49	180_1	180	762859	84.32601881	0	SRS014684	Passoli2019	HMP_2012	TN	7	USA	North America	116042118	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS014692__bin.16	180_1	180	768228	80.87774295	0	SRS014692	Passoli2019	HMP_2012	SL	7	USA	North America	14637415	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS024138__bin.26	181_0	181	812523	84.32601881	0	SRS024138	Passoli2019	HMP_2012	TN	7	USA	North America	93817498	Yes	Western	Industrial	Homo sapiens
GWHARBV00000000	182_0	182	686427	52.87	3.42	RSZYD18078343	Zhu2022	Zhu2022	SL	7	China	Asia	90904823	Yes	Eastern	Industrial	Homo sapiens
GWHAQOA00000000	183_0	183	642163	77.27	6.9	RDPYD18093626	Zhu2022	Zhu2022	TN	7	China	Asia	73698187	Yes	Eastern	Industrial	Homo sapiens
MGYG000298945	184_0	184	721923	78.21	0	SAMN14570672	MGNify	SRP311368	SL	7	USA	North America	443274.428571429	No	Western	Industrial	Homo sapiens
GWHARXV00000000	185_0	185	657090	66.68	2.31	RSZYD18187939	Zhu2022	Zhu2022	SL	7	China	Asia	68764303	Yes	Eastern	Industrial	Homo sapiens
HMP_2012__SRS049147__bin.5	186_0	186	542863	56.69278997	1.724137931	SRS049147	Passoli2019	HMP_2012	TN	7	USA	North America	100808509	Yes	Western	Industrial	Homo sapiens
GWHAREL00000000	187_0	187	566319	51.7	2.42	RSZYD18078542	Zhu2022	Zhu2022	SL	7	China	Asia	59683128	Yes	Eastern	Industrial	Homo sapiens
GWHARUC00000000	188_0	188	666339	73.82	5.33	RSZYD18187652	Zhu2022	Zhu2022	SL	7	China	Asia	79775121	Yes	Eastern	Industrial	Homo sapiens
GWHAQIE00000000	189_0	189	582677	58.78	1.72	RDPYD18089018	Zhu2022	Zhu2022	TN	7	China	Asia	71608690	Yes	Eastern	Industrial	Homo sapiens
GWHAREH00000000	190_0	190	453541	55.88	0.16	RSZYD18078521	Zhu2022	Zhu2022	SL	7	China	Asia	73589013	Yes	Eastern	Industrial	Homo sapiens
GWHAROW00000000	191_0	191	433305	57.51	0	RSZYD18187273	Zhu2022	Zhu2022	SL	7	China	Asia	82323517	Yes	Eastern	Industrial	Homo sapiens
GWHAPOU00000000	192_0	192	367110	55.41	0	RDPYD18089244	Zhu2022	Zhu2022	TN	7	China	Asia	69128823	Yes	Eastern	Industrial	Homo sapiens
GWHAQUQ00000000	193_0	193	493440	52.39	2.63	RDPYD18300140	Zhu2022	Zhu2022	SL	7	China	Asia	75658739	Yes	Eastern	Industrial	Homo sapiens
ERS1202878.bin.r.13	194_0	194	455503	60.34	5.17	ERS1202878	Lassalle2017	Lassalle2017	SL	7	Philippines	Asia	216286652	Yes	Global South	Non_industrial	Homo sapiens
GWHAQLU00000000	195_0	195	395164	53.45	5.17	RDPYD18089327	Zhu2022	Zhu2022	TN	7	China	Asia	90515190	Yes	Eastern	Industrial	Homo sapiens
GWHAPOL00000000	196_0	196	890118	71.06	8.33	RDPYD18089228	Zhu2022	Zhu2022	TN	7	China	Asia	71489418	Yes	Eastern	Industrial	Homo sapiens
ERS12516983.bin.r.37	197_0	197	548679	58.78	0	ERS12516983	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	109323196	Yes	Global South	Non_industrial	Homo sapiens
GWHAROC00000000	198_0	198	380375	57.68	6.9	RSZYD18187237	Zhu2022	Zhu2022	SL	7	China	Asia	64677627	Yes	Eastern	Industrial	Homo sapiens
GWHAPXU00000000	199_0	199	723795	82.76	1.03	RSZYD18187184	Zhu2022	Zhu2022	SL	7	China	Asia	78108324	Yes	Eastern	Industrial	Homo sapiens
ERS12516993.bin.r.17	200_0	200	541535	54.47	8.62	ERS12516993	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	137836192	Yes	Global South	Non_industrial	Homo sapiens
CMC017.B.bin.r.13	201_1	201	632371	71.72	0	CMC017.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	281138320	Yes	Global South	Non_industrial	Homo sapiens
CMC021.B.bin.r.36	201_2	201	760043	77.05	0	CMC021.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	279718401	Yes	Global South	Non_industrial	Homo sapiens
CMC036.B.bin.r.21	201_3	201	596287	66.8	1.72	CMC036.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	283298633	Yes	Global South	Non_industrial	Homo sapiens
ERSX0003002.bin.r.24	201_4	201	506074	55.25	0.86	ERSX0003002	Ancient	SMH2023	anc_calculus	700	Germany	Europe	213889522	Yes	Ancient	Ancient	Homo sapiens
ERSX0003003.bin.r.2	201_4	201	648410	72.49	0	ERSX0003003	Ancient	SMH2023	anc_calculus	700	Germany	Europe	346299893	Yes	Ancient	Ancient	Homo sapiens
CMC038.B.bin.r.46	201_5	201	669381	79.15	0	CMC038.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	309352455	Yes	Global South	Non_industrial	Homo sapiens
SRS15300788.bin.r.12	201_6	201	741915	63.82	0.95	SRS15300788	Ancient	Honap2023	anc_calculus	700	USA	North America	23633598	Yes	Ancient	Ancient	Homo sapiens
CMC012.B.bin.r.31	202_1	202	424879	53.79	5.17	CMC012.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	419920041	Yes	Global South	Non_industrial	Homo sapiens
CMC042.B.bin.r.54	202_2	202	391780	51.87	1.12	CMC042.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	225936961	Yes	Global South	Non_industrial	Homo sapiens
HMP_2012__SRS015057__bin.35	203_0	203	577365	55.27065527	0.854700855	SRS015057	Passoli2019	HMP_2012	TN	7	USA	North America	104019514	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS023617__bin.56	204_0	204	528818	65.68965517	1.724137931	SRS023617	Passoli2019	HMP_2012	TN	7	USA	North America	111617542	Yes	Western	Industrial	Homo sapiens
GWHARIS00000000	205_0	205	463787	51.39	0.56	RSZYD18078789	Zhu2022	Zhu2022	SL	7	China	Asia	72094321	Yes	Eastern	Industrial	Homo sapiens
GWHARKL00000000	206_0	206	494123	60	5.41	RSZYD18187013	Zhu2022	Zhu2022	SL	7	China	Asia	66251404	Yes	Eastern	Industrial	Homo sapiens
GWHAROM00000000	207_0	207	610196	66.38	8.62	RSZYD18187261	Zhu2022	Zhu2022	SL	7	China	Asia	73035359	Yes	Eastern	Industrial	Homo sapiens
