"Bin"	"prepublication_bin"	"length"	"completeness"	"contamination"	"Secondary_sample_accession"	"prepublication_secondary_sample_accession"	"MAG_source"	"Study"	"Oral_site"	"Age_BP"	"Country"	"Continent"	"Industrialization"	"sample_host"	"Host"	"Sample"	"primary_cluster"	"log_age"	"latitude"	"longitude"	"checkM.genome_size"	"checkM.GC"	"GUNC.n_contigs"	"checkM.N50_contigs"	"checkM.completeness"	"checkM.contamination"	"checkM2.completeness"	"checkM2.contamination"	"pass.GUNC"	"quast_n_contigs"	"quast_total_length"	"quast_GC"	"quast_N50"	"Cas_subtype_1"	"Cas_subtype_2"	"CAZyme"	"nimI"	"Prophage"	"completeness_mcr"	"completeness_mtr_mcr"	"total_snps"	"fastBAPS_cluster"
"ERS6256704.bin.r.11"	"ERS6256704.bin.r.11"	1532009	82.49	4.93	"ERS6256704"	"ERS6256704"	"Ancient"	"Ottoni2021"	"anc_calculus"	7600	"Serbia"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS6256704-megahit_011"	1189	3.88081359228079	44.53	22.05	1532009	28	311	5681	82.49	4.93	80.92	2.11	"TRUE"	312	1532009	27.98	5681	"III-A"	"I-B"	"GT2|GT66|GT4|GH154"	"Absent"	"Absent"	"Present"	"Present"	115	"1189_2"
"ERS6256708.bin.r.4"	"ERS6256708.bin.r.4"	1639495	98	0	"ERS6256708"	"ERS6256708"	"Ancient"	"Ottoni2021"	"anc_calculus"	7100	"Serbia"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS6256708-megahit_004"	1189	3.85125834871908	44.59	22.67	1639495	27.8	324	6951	98	0	91.47	0.11	"TRUE"	327	1639495	27.81	6951	"III-A"	"I-B"	"GT4|GT2|GT66|GH154"	"Absent"	"Absent"	"Present"	"Present"	143	"1189_2"
"ERS6256716.bin.r.12"	"ERS6256716.bin.r.12"	1488833	90.43	1.6	"ERS6256716"	"ERS6256716"	"Ancient"	"Ottoni2021"	"anc_calculus"	1150	"Italy"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS6256716-megahit_012"	1189	3.06069784035361	41.96	13.56	1488833	28	490	3597	90.43	1.6	83	0.34	"TRUE"	493	1488833	27.97	3597	"III-A"	"None"	"GT2|GT66|GH154"	"Absent"	"Absent"	"Present"	"Present"	252	"1189_2"
"ERS6256718.bin.r.6"	"ERS6256718.bin.r.6"	1455865	87	0	"ERS6256718"	"ERS6256718"	"Ancient"	"Ottoni2021"	"anc_calculus"	14800	"Italy"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS6256718-megahit_006"	1189	4.17026171539496	41.96	13.56	1455865	27.8	356	4815	87	0	85.18	0.16	"TRUE"	357	1455865	27.77	4815	"III-A"	"I-B"	"GH154|GT4|GT2|GT66"	"Absent"	"Absent"	"Present"	"Present"	201	"1189_2"
"ERS3774436.bin.r.3"	"ERS3774436.bin.r.3"	1355637	88.65	1.6	"ERS3774436"	"ERS3774436"	"Ancient"	"FellowsYates2021-humanaDNA"	"anc_calculus"	70000	"Italy"	"Europe"	"Ancient"	"Homo sapiens neanderthalensis"	"Neanderthal"	"ERS3774436-megahit_003"	1190	4.84509804001426	45.442	11.518	1355637	26.2	169	11019	88.65	1.6	85.21	0.57	"TRUE"	169	1355637	26.22	11019	"III-A"	"I-B"	"GT2|GT4|GT116|GH154|GT81|GT66"	"Absent"	"Absent"	"Missing"	"Present"	3421	"1190_1"
"ERS3774469.bin.r.13"	"ERS3774469.bin.r.13"	1667569	96	0	"ERS3774469"	"ERS3774469"	"Ancient"	"FellowsYates2021-humanaDNA"	"anc_calculus"	29500	"Czech Republic"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS3774469-megahit_013"	1190	4.46982201597816	48.873	16.672	1667569	26.6	216	11046	96	0	91.96	0.28	"TRUE"	218	1667569	26.56	11046	"III-A"	"I-B"	"GT2|GT81|GH154|GT4|GT116|GT66"	"Absent"	"Absent"	"Missing"	"Present"	206	"1190_3"
"ERS3774470.bin.r.13"	"ERS3774470.bin.r.13"	1271653	82.74	0.8	"ERS3774470"	"ERS3774470"	"Ancient"	"FellowsYates2021-humanaDNA"	"anc_calculus"	15400	"France"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS3774470-megahit_013"	1190	4.18752072083646	47.383	6.166	1271653	26.8	279	5612	82.74	0.8	82.13	0.22	"TRUE"	279	1271653	26.84	5612	"III-A"	"None"	"GT2|GT81|GT66|GT4|GT116|GH154"	"Absent"	"Absent"	"Missing"	"Present"	3329	"1190_1"
"ERS6205385.bin.r.4"	"ERS6205385.bin.r.4"	1476570	95.26	0.8	"ERS6205385"	"ERS6205385"	"Ancient"	"Granehall2021"	"anc_calculus"	4800	"Italy"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS6205385-megahit_004"	1190	3.68124123737559	46.09	11.12	1476570	26.7	227	9541	95.26	0.8	88	0.25	"TRUE"	227	1476570	26.66	9541	"None"	"None"	"GT4|GT2|GT81|GH154|GT116|GT66"	"Absent"	"Absent"	"Missing"	"Present"	78	"1190_3"
"ERS6205388.bin.r.4"	"ERS6205388.bin.r.4"	1576143	96.8	0	"ERS6205388"	"ERS6205388"	"Ancient"	"Granehall2021"	"anc_calculus"	3900	"Italy"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS6205388-megahit_004"	1190	3.5910646070265	46	11.09	1576143	26.6	123	18725	96.8	0	92.99	0.06	"TRUE"	124	1576143	26.63	18725	"None"	"None"	"GT4|GT2|GT81|GH154|GT116|GT66"	"Absent"	"Absent"	"Missing"	"Present"	80	"1190_3"
"ERS6256686.bin.r.5"	"ERS6256686.bin.r.5"	1538730	97.07	1.07	"ERS6256686"	"ERS6256686"	"Ancient"	"Ottoni2021"	"anc_calculus"	7100	"Serbia"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS6256686-megahit_005"	1190	3.85125834871908	44.557	22.026	1538730	27.1	168	13517	97.07	1.07	92.46	2.64	"TRUE"	168	1538730	27.07	13517	"None"	"None"	"GT4|GT2|GT81|GT116|GH154|GT66"	"Absent"	"Absent"	"Missing"	"Present"	37	"1190_3"
"ERS6256689.bin.r.1"	"ERS6256689.bin.r.1"	1561197	96.8	0	"ERS6256689"	"ERS6256689"	"Ancient"	"Ottoni2021"	"anc_calculus"	7300	"Serbia"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS6256689-megahit_001"	1190	3.86332286012046	44.557	22.026	1561197	26.7	133	17847	96.8	0	91.19	0.14	"TRUE"	133	1561197	26.72	17847	"None"	"None"	"GT2|GT4|GT81|GH154|GT116|GT66"	"Absent"	"Absent"	"Missing"	"Present"	38	"1190_3"
"ERS6256692.bin.r.10"	"ERS6256692.bin.r.10"	1578701	93.6	0.8	"ERS6256692"	"ERS6256692"	"Ancient"	"Ottoni2021"	"anc_calculus"	7500	"Serbia"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS6256692-megahit_010"	1190	3.8750612633917	44.5	22.416	1578701	26.8	137	16401	93.6	0.8	88.58	0.06	"TRUE"	137	1578701	26.8	16401	"None"	"None"	"GT2|GT4|GT81|GH154|GT66"	"Absent"	"Absent"	"Missing"	"Present"	44	"1190_3"
"ERS6256693.bin.r.8"	"ERS6256693.bin.r.8"	1545689	96.8	1.6	"ERS6256693"	"ERS6256693"	"Ancient"	"Ottoni2021"	"anc_calculus"	9300	"Serbia"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS6256693-megahit_008"	1190	3.96848294855394	44.6	22	1545689	26.6	117	18934	96.8	1.6	93.15	0.43	"TRUE"	117	1545689	26.64	18934	"None"	"None"	"GT2|GT4|GT81|GH154|GT116|GT66"	"Absent"	"Absent"	"Missing"	"Present"	46	"1190_3"
"ERS6256694.bin.r.4"	"ERS6256694.bin.r.4"	1628140	96.8	0	"ERS6256694"	"ERS6256694"	"Ancient"	"Ottoni2021"	"anc_calculus"	7500	"Serbia"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS6256694-megahit_004"	1190	3.8750612633917	44.6	22	1628140	26.7	127	18184	96.8	0	93.63	0.07	"TRUE"	128	1628140	26.67	18184	"None"	"None"	"GT2|GT4|GH154|GT116|GT81|GT66"	"Absent"	"Present"	"Missing"	"Present"	44	"1190_3"
"ERS6636090.bin.r.6"	"ERS6636090.bin.r.6"	988413	72.31	0	"ERS6636090"	"ERS6636090"	"Ancient"	"Fagernas2022"	"anc_calculus"	4700	"Spain"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS6636090-megahit_006"	1190	3.67209785793572	38.102	-1.865	988413	28.2	443	2442	72.31	0	66.55	0	"TRUE"	443	988413	28.16	2442	"None"	"None"	"GT2|GT66|GT4|GH154"	"Absent"	"Absent"	"Missing"	"Present"	43	"1190_3"
"ERS22873795.bin.r.21"	"ERSX0003002.bin.r.21"	1550042	96.8	0	"ERS22873795"	"ERSX0003002"	"Ancient"	"SMH2023"	"anc_calculus"	700	"Germany"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERSX0003002-megahit_021"	1190	2.84509804001426	48.83988	9.227626	1550042	26.5	137	16628	96.8	0	91.09	0.1	"TRUE"	137	1550042	26.53	16628	"None"	"None"	"GT4|GT2|GT81|GH154|GT116|GT66"	"Absent"	"Absent"	"Missing"	"Present"	37	"1190_3"
"ERS15409413.bin.r.1"	"ERSX0004082.bin.r.1"	1476110	91.54	0	"ERS15409413"	"ERSX0004082"	"Ancient"	"PacificCalculus"	"anc_calc"	350	"Rapa_Nui"	"Oceania"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERSX0004082-megahit_001"	1190	2.54406804435028	-27.1208	-109.3601	1476110	26.8	264	7474	91.54	0	84.42	0.06	"TRUE"	265	1476110	26.85	7474	"None"	"None"	"GH154|GT2|GT116|GT81|GT4|GT66"	"Absent"	"Absent"	"Missing"	"Present"	44	"1190_3"
"SRS11653539.bin.r.4"	"SRS11653539.bin.r.4"	887431	59.36	0	"SRS11653539"	"SRS11653539"	"Ancient"	"Quagliariello2022"	"anc_calculus"	4300	"Italy"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"SRS11653539-megahit_004"	1190	3.63346845557959	43.16	13.71	887431	28.4	464	2045	59.36	0	57.88	0.72	"TRUE"	466	887431	28.42	2045	"None"	"None"	"GT2|GH154|GT4|GT66"	"Absent"	"Absent"	"Missing"	"Present"	33	"1190_3"
"SRS11653551.bin.r.3"	"SRS11653551.bin.r.3"	1032189	69.83	0	"SRS11653551"	"SRS11653551"	"Ancient"	"Quagliariello2022"	"anc_calculus"	4800	"Italy"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"SRS11653551-megahit_003"	1190	3.68124123737559	40.99	15.64	1032189	28.1	452	2488	69.83	0	65.44	0.49	"TRUE"	453	1032189	28.12	2488	"None"	"None"	"GT2|GH154|GT4"	"Absent"	"Absent"	"Missing"	"Present"	42	"1190_3"
"SRS11653562.bin.r.1"	"SRS11653562.bin.r.1"	1008524	69.67	0	"SRS11653562"	"SRS11653562"	"Ancient"	"Quagliariello2022"	"anc_calculus"	5700	"Italy"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"SRS11653562-megahit_001"	1190	3.75587485567249	40.58	17.03	1008524	27.8	455	2522	69.67	0	67.51	0.1	"TRUE"	456	1008524	27.76	2522	"None"	"None"	"GT2|GT81|GT66|GH154|GT4"	"Absent"	"Absent"	"Missing"	"Present"	41	"1190_3"
"SRS11653565.bin.r.1"	"SRS11653565.bin.r.1"	1362326	92.8	0	"SRS11653565"	"SRS11653565"	"Ancient"	"Quagliariello2022"	"anc_calculus"	33000	"Italy"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"SRS11653565-megahit_001"	1190	4.51851393987789	41.67	15.58	1362326	26.6	186	9892	92.8	0	86.04	0.02	"TRUE"	186	1362326	26.6	9892	"None"	"None"	"GT2|GT4|GT116|GT66|GH154"	"Absent"	"Absent"	"Missing"	"Present"	190	"1190_3"
"SRS11653570.bin.r.1"	"SRS11653570.bin.r.1"	1369377	90.4	0	"SRS11653570"	"SRS11653570"	"Ancient"	"Quagliariello2022"	"anc_calculus"	7300	"Italy"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"SRS11653570-megahit_001"	1190	3.86332286012046	41.38	15.55	1369377	27	260	6498	90.4	0	85.36	0.04	"TRUE"	260	1369377	26.99	6498	"None"	"None"	"GT2|GT81|GT116|GT4|GT66|GH154"	"Absent"	"Absent"	"Missing"	"Present"	38	"1190_3"
"SRS11653591.bin.r.2"	"SRS11653591.bin.r.2"	1055239	71.25	0.53	"SRS11653591"	"SRS11653591"	"Ancient"	"Quagliariello2022"	"anc_calculus"	6300	"Italy"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"SRS11653591-megahit_002"	1190	3.79934054945358	41.3	15.2	1055239	27.7	449	2603	71.25	0.53	72.23	0.72	"TRUE"	451	1055239	27.69	2603	"None"	"None"	"GT2|GT66|GH154|GT4"	"Absent"	"Absent"	"Missing"	"Present"	40	"1190_3"
"SRS3078091.bin.r.12"	"SRS3078091.bin.r.12"	1102264	77.01	0	"SRS3078091"	"SRS3078091"	"Ancient"	"Mann2018"	"anc_calculus"	1000	"Ireland"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"SRS3078091-megahit_012"	1190	3	54.005	-8.201	1102264	27.5	417	3080	77.01	0	68.69	0.69	"TRUE"	418	1102264	27.47	3080	"III-A"	"None"	"GT2|GT81|GH154|GT4|GT66"	"Absent"	"Absent"	"Missing"	"Missing"	643	"1190_2"
"SRS3078097.bin.r.8"	"SRS3078097.bin.r.8"	1267327	80.85	0	"SRS3078097"	"SRS3078097"	"Ancient"	"Mann2018"	"anc_calculus"	1000	"Ireland"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"SRS3078097-megahit_008"	1190	3	54.005	-8.201	1267327	27.6	430	3542	80.85	0	78.36	0.62	"TRUE"	431	1267327	27.58	3542	"III-A"	"None"	"GT2|GT4|GT81|GT66|GH154"	"Absent"	"Absent"	"Missing"	"Present"	735	"1190_2"
"SRS3078181.bin.r.4"	"SRS3078181.bin.r.4"	1531596	90.93	1.87	"SRS3078181"	"SRS3078181"	"Ancient"	"Mann2018"	"anc_calculus"	4400	"Mongolia"	"Asia"	"Ancient"	"Homo sapiens"	"Ancient human"	"SRS3078181-megahit_004"	1190	3.64345267648619	49.66	99.61	1531596	26.5	190	11363	90.93	1.87	87.56	0.56	"TRUE"	190	1531596	26.55	11363	"III-A"	"None"	"GT2|GT81|GT4|GH154|GT116|GT66"	"Absent"	"Absent"	"Missing"	"Present"	443	"1190_2"
"SRS3078195.bin.r.19"	"SRS3078195.bin.r.19"	1671960	96.8	0	"SRS3078195"	"SRS3078195"	"Ancient"	"Mann2018"	"anc_calculus"	4400	"Mongolia"	"Asia"	"Ancient"	"Homo sapiens"	"Ancient human"	"SRS3078195-megahit_019"	1190	3.64345267648619	49.66	99.61	1671960	26.6	113	24606	96.8	0	91.55	0.11	"TRUE"	113	1671960	26.63	24606	"III-A"	"None"	"GT2|GH154|GT116|GT4|GT81|GT66"	"Absent"	"Absent"	"Missing"	"Present"	752	"1190_2"
"SRS3078197.bin.r.4"	"SRS3078197.bin.r.4"	1203961	73.75	0.8	"SRS3078197"	"SRS3078197"	"Ancient"	"Mann2018"	"anc_calculus"	1000	"Ireland"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"SRS3078197-megahit_004"	1190	3	54.005	-8.201	1203961	28.7	480	2837	73.75	0.8	67.66	0.75	"TRUE"	482	1203961	28.72	2837	"III-A"	"None"	"GT2|GT81|GT4|GT66|GH154"	"Absent"	"Absent"	"Missing"	"Present"	635	"1190_2"
"SRS7890498.bin.r.1"	"SRS7890498.bin.r.1"	1190662	82.16	2.4	"SRS7890498"	"SRS7890498"	"Ancient"	"Weyrich2017"	"anc_calculus"	49000	"Spain"	"Europe"	"Ancient"	"Homo sapiens neanderthalensis"	"Neanderthal"	"SRS7890498-megahit_001"	1190	4.69019608002851	43.386	-5.328	1190662	27.3	446	3056	82.16	2.4	75.65	0.74	"TRUE"	447	1190662	27.27	3056	"III-A"	"None"	"GT2|GT81|GT4|GT66|GH154"	"Absent"	"Absent"	"Missing"	"Present"	3279	"1190_1"
"SRS9263822.bin.r.1"	"SRS9263822.bin.r.1"	1302337	86.61	0.8	"SRS9263822"	"SRS9263822"	"Ancient"	"Modi2021"	"anc_calculus"	3400	"Italy"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"SRS9263822-megahit_001"	1190	3.53147891704226	42.527	11.601	1302337	27.7	351	4924	86.61	0.8	82.06	0.11	"TRUE"	352	1302337	27.74	4924	"None"	"None"	"GT2|GT81|GT116|GH154|GT66|GT4"	"Absent"	"Absent"	"Missing"	"Present"	47	"1190_3"
"GCF_001639275.1_ASM163927v1_genomic"	"GCF_001639275.1_ASM163927v1_genomic"		96.97	2.11	"GCF_001639275.1"	"GCF_001639275.1"	"Reference"	"Reference"	"Reference"			"Reference"	"Reference"	"Reference"	"Reference"	"GCF_001639275.1_ASM163927v1_genomic"	1188								96.97	2.11				136	2140433	27.71	45270	"None"	"None"	"GT2|GT66|GH154|GT81|GT4"	"Absent"	"Absent"	"Present"	"Present"	848	"1188_9"
"GCA_016294135.1_ASM1629413v1_genomic"	"GCA_016294135.1_ASM1629413v1_genomic"		94.09	0.4	"GCA_016294135.1"	"GCA_016294135.1"	"Reference"	"Reference"	"Reference"			"Reference"	"Reference"	"Reference"	"Reference"	"GCA_016294135.1_ASM1629413v1_genomic"	"Reference"								94.09	0.4																
"ERS6256698_24.0.refbinned"	"ERS6256698_24.0.refbinned"	1312748	74.28	5.2	"ERS6256698"	"ERS6256698"	"Ancient"	"Ottoni2021"	"anc_calculus"	7600	"Serbia"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS6256698_24.0.refbinned"	1187	3.88081359228079	44.53	22.05	1312748	31.7		1207	74.28	5.2	53.03	1.08	"TRUE"	1195	1312748	31.75	1207	"None"	"None"	"GT2|GT4|GH154"	"Absent"	"Absent"	"Missing"	"Present"	669	"1187_2"
"ERS6256698_26.0.refbinned"	"ERS6256698_26.0.refbinned"	1298204	84.55	2.01	"ERS6256698"	"ERS6256698"	"Ancient"	"Ottoni2021"	"anc_calculus"	7600	"Serbia"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS6256698_26.0.refbinned"	1189	3.88081359228079	44.53	22.05	1298204	28.2		1793	84.55	2.01	67.68	1.44	"TRUE"	854	1298204	28.15	1793	"III-A"	"None"	"GT66|GT4"	"Absent"	"Absent"	"Present"	"Present"	88	"1189_2"
"ERS6256709_24.0.refbinned"	"ERS6256709_24.0.refbinned"	1371066	80.19	3.39	"ERS6256709"	"ERS6256709"	"Ancient"	"Ottoni2021"	"anc_calculus"	12600	"Romania"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS6256709_24.0.refbinned"	1187	4.10037054511756	44.6	22.25	1371066	31.5		1414	80.19	3.39	63.4	3.32	"TRUE"	1120	1371066	31.5	1414	"III-A"	"None"	"GT2|GT4|GH154"	"Absent"	"Absent"	"Missing"	"Present"	774	"1187_2"
"ERS11702771_24.0.refbinned"	"ERS11702771_24.0.refbinned"	1339578	76.91	2.4	"ERS11702771"	"ERS11702771"	"Ancient"	"Velsko2022"	"anc_calculus"	200	"The Netherlands"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS11702771_24.0.refbinned"	1187	2.30102999566398	52.548	4.914	1339578	31.9		1192	76.91	2.4	57.24	0.94	"TRUE"	1233	1339578	31.87	1192	"None"	"None"	"GT2|GH154|GT4"	"Absent"	"Absent"	"Missing"	"Present"	552	"1187_3"
"ERS11702809_24.0.refbinned"	"ERS11702809_24.0.refbinned"	1526373	89.11	1.78	"ERS11702809"	"ERS11702809"	"Ancient"	"Velsko2022"	"anc_calculus"	200	"The Netherlands"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS11702809_24.0.refbinned"	1187	2.30102999566398	52.548	4.914	1526373	31.7		2939	89.11	1.78	82.75	0.51	"TRUE"	701	1526373	31.7	2939	"None"	"None"	"GH154|GT4|GT2|GT66"	"Absent"	"Absent"	"Missing"	"Present"	975	"1187_3"
"ERS11702809_25.0.refbinned"	"ERS11702809_25.0.refbinned"	1617879	84.23	2.4	"ERS11702809"	"ERS11702809"	"Ancient"	"Velsko2022"	"anc_calculus"	200	"The Netherlands"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS11702809_25.0.refbinned"	1188	2.30102999566398	52.548	4.914	1617879	28.9		1991	84.23	2.4	80.4	3.37	"TRUE"	1009	1617879	28.89	1991	"None"	"None"	"GT66|GT2|GT4"	"Absent"	"Absent"	"Present"	"Present"	483	"1188_7"
"ERS6256706_24.0.refbinned"	"ERS6256706_24.0.refbinned"	1782763	93.97	5.78	"ERS6256706"	"ERS6256706"	"Ancient"	"Ottoni2021"	"anc_calculus"	8200	"Serbia"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS6256706_24.0.refbinned"	1187	3.91381385238372	44.636	22.3	1782763	31.7		5551	93.97	5.78	84.43	1.39	"TRUE"	497	1782763	31.66	5551	"III-A"	"None"	"GT2|GH154|GT81|GT4|GT66"	"Absent"	"Absent"	"Missing"	"Present"	1388	"1187_2"
"ERS6256706_26.0.refbinned"	"ERS6256706_26.0.refbinned"	1378457	91.19	0.95	"ERS6256706"	"ERS6256706"	"Ancient"	"Ottoni2021"	"anc_calculus"	8200	"Serbia"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS6256706_26.0.refbinned"	1189	3.91381385238372	44.636	22.3	1378457	28.8		2743	91.19	0.95	73.63	0.55	"TRUE"	656	1378457	28.79	2743	"None"	"None"	"GT66|GH154|GT2|GT4"	"Absent"	"Absent"	"Present"	"Present"	140	"1189_2"
"ERS6205390_24.0.refbinned"	"ERS6205390_24.0.refbinned"	1418996	71.35	2.4	"ERS6205390"	"ERS6205390"	"Ancient"	"Granehall2021"	"anc_calculus"	1300	"Italy"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS6205390_24.0.refbinned"	1187	3.11394335230684	46.471	11.267	1418996	31		1306	71.35	2.4	58.21	1.5	"TRUE"	1222	1418996	31.04	1306	"None"	"None"	"GT2|GT4"	"Absent"	"Absent"	"Missing"	"Present"	508	"1187_3"
"ERS6205384_24.0.refbinned"	"ERS6205384_24.0.refbinned"	1084466	53	0.12	"ERS6205384"	"ERS6205384"	"Ancient"	"Granehall2021"	"anc_calculus"	6800	"Italy"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS6205384_24.0.refbinned"	1187	3.83250891270624	46.13	11.09	1084466	30.9		912	53	0.12	45.76	2.15	"TRUE"	1212	1084466	30.9	912	"None"	"None"	"GT2"	"Absent"	"Absent"	"Missing"	"Present"	295	"1187_3"
"ERS6256687_22.0.refbinned"	"ERS6256687_22.0.refbinned"	804512	56.23	4.13	"ERS6256687"	"ERS6256687"	"Ancient"	"Ottoni2021"	"anc_calculus"	10300	"Serbia"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS6256687_22.0.refbinned"	1190	4.01283722470517	44.557	22.026	804512	27.3		1057	56.23	4.13	33.38	0.26	"TRUE"	811	804512	27.27	1057	"None"	"None"	"GT2"	"Absent"	"Absent"	"Missing"	"Present"	14	"1190_3"
"ERS6256687_24.0.refbinned"	"ERS6256687_24.0.refbinned"	1694428	87.01	1.66	"ERS6256687"	"ERS6256687"	"Ancient"	"Ottoni2021"	"anc_calculus"	10300	"Serbia"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS6256687_24.0.refbinned"	1187	4.01283722470517	44.557	22.026	1694428	31.3		9482	87.01	1.66	86.48	1.48	"TRUE"	294	1694428	31.26	9482	"III-A"	"None"	"GT2|GT4|GH154|GT81"	"Absent"	"Absent"	"Missing"	"Present"	1445	"1187_2"
"ERS3395767_24.0.refbinned"	"ERS3395767_24.0.refbinned"	1008600	68.48	1.66	"ERS3395767"	"ERS3395767"	"Ancient"	"Velsko2019"	"mod_calculus"	7	"Spain"	"Europe"	"Industrial"	"Homo sapiens"	"Modern human"	"ERS3395767_24.0.refbinned"	1187	0.845098040014257	52.633943	-1.136146	1008600	33.9		1117	68.48	1.66	57.28	0.3	"TRUE"	963	1008600	33.88	1117	"None"	"None"	"GT2|GH154|GT4"	"Absent"	"Absent"	"Missing"	"Present"	531	"1187_3"
"ERS6256719_24.0.refbinned"	"ERS6256719_24.0.refbinned"	1412074	77.08	4.8	"ERS6256719"	"ERS6256719"	"Ancient"	"Ottoni2021"	"anc_calculus"	14800	"Italy"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS6256719_24.0.refbinned"	1187	4.17026171539496	41.96	13.56	1412074	31.8		1256	77.08	4.8	57.51	0.69	"TRUE"	1229	1412074	31.81	1256	"None"	"None"	"GT2|GH154"	"Absent"	"Absent"	"Missing"	"Present"	612	"1187_2"
"ERS11702800_24.0.refbinned"	"ERS11702800_24.0.refbinned"	1115310	64.42	4.4	"ERS11702800"	"ERS11702800"	"Ancient"	"Velsko2022"	"anc_calculus"	200	"The Netherlands"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS11702800_24.0.refbinned"	1187	2.30102999566398	52.548	4.914	1115310	31.8		963	64.42	4.4	46.54	0.78	"TRUE"	1206	1115310	31.82	963	"None"	"None"	"GH154|GT2"	"Absent"	"Absent"	"Missing"	"Present"	350	"1187_3"
"SRS6212660_24.0.refbinned"	"SRS6212660_24.0.refbinned"	1567910	84.77	0	"SRS6212660"	"SRS6212660"	"Ancient"	"Eisenhofer2020"	"anc_calculus"	230	"Japan"	"Asia"	"Ancient"	"Homo sapiens"	"Ancient human"	"SRS6212660_24.0.refbinned"	1187	2.36172783601759	35.71	139.78	1567910	32		3197	84.77	0	82.99	0.14	"TRUE"	660	1567910	31.96	3197	"III-A"	"None"	"GT2|GH154|GT4|GT66"	"Absent"	"Absent"	"Missing"	"Present"	1209	"1187_3"
"SRS6212660_25.0.refbinned"	"SRS6212660_25.0.refbinned"	1623755	92.3	5.6	"SRS6212660"	"SRS6212660"	"Ancient"	"Eisenhofer2020"	"anc_calculus"	230	"Japan"	"Asia"	"Ancient"	"Homo sapiens"	"Ancient human"	"SRS6212660_25.0.refbinned"	1188	2.36172783601759	35.71	139.78	1623755	29.3		1946	92.3	5.6	82.05	2.36	"TRUE"	1039	1623755	29.34	1946	"None"	"None"	"GT66|GT4|GT2|GH154|GT81"	"Absent"	"Absent"	"Present"	"Present"	726	"1188_1"
"ERS11702752_24.0.refbinned"	"ERS11702752_24.0.refbinned"	1104782	56.01	3.2	"ERS11702752"	"ERS11702752"	"Ancient"	"Velsko2022"	"anc_calculus"	200	"The Netherlands"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS11702752_24.0.refbinned"	1187	2.30102999566398	52.548	4.914	1104782	31.4		934	56.01	3.2	38.8	2.18	"TRUE"	1227	1104782	31.41	934	"None"	"None"	"GT4|GT2"	"Absent"	"Absent"	"Missing"	"Present"	298	"1187_3"
