Contig	Operon	Start	End	Prediction	Complete_Interference	Complete_Adaptation	Best_type	Best_score	Genes	Positions	E-values	CoverageSeq	CoverageHMM	Strand_Interference	Strand_Adaptation	Oral_site	Industry	BinID	out_type
NODE_173_length_40582_cov_21.1425	NODE_173_length_40582_cov_21.1425@1	30933	31655	False	0%		III-A	1	['AbiEii_0_CAS-III']	[30]	['4.40e-06']	[0.573]	[0.475]			keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.14	putative
NODE_307_length_25614_cov_37.0932	NODE_307_length_25614_cov_37.0932@1	22994	23776	False	0%	33%	II-A	3	['Csn2_7_CAS-II-A']	[22]	['3.10e-06']	[0.617]	[0.446]		1	keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.14	putative
NODE_404_length_20836_cov_20.1863	NODE_404_length_20836_cov_20.1863@1	1	606	False	0%	33%	I-A	2	['Cas4_0_CAS-I-II-III-IV-V-VI']	[1]	['1.60e-12']	[0.827]	[0.933]		1	keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.14	putative
NODE_95_length_64605_cov_34.0268	NODE_95_length_64605_cov_34.0268@1	25552	27621	False	14%	0%	I-A	2	['Cas3_0_CAS-I']	[17]	['2.20e-12']	[0.443]	[0.847]	-1		keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.14	putative
NODE_420_length_20297_cov_32.4858	NODE_420_length_20297_cov_32.4858@1	13889	15790	False	0%		III-A	1	['AbiEii_0_CAS-III']	[11]	['4.40e-08']	[0.322]	[0.405]			keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.14	putative
NODE_691_length_12953_cov_34.0402	NODE_691_length_12953_cov_34.0402@1	6460	12492	False	0%		III-A	1	['AbiEii_0_CAS-III', 'AbiEii_1_CAS-III-A']	[6, 8]	['1.00e-05', '9.00e-04']	[0.541, 0.31]	[0.451, 0.388]			keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.14	putative
NODE_109_length_57382_cov_28.98	NODE_109_length_57382_cov_28.98@2	52406	52639	False	0%	0%	I-A	0	['PD_DExK_0_CAS-I-II-III-IV-V-VI']	[45]	['2.20e-17']	[0.859]	[0.415]			keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.14	putative
NODE_1487_length_6561_cov_15.7468	NODE_1487_length_6561_cov_15.7468@1	3281	4348	False	20%	0%	I-B	4	['Cas5_8_CAS-I-B']	[5]	['2.20e-58']	[0.708]	[0.99]	1		keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.14	putative
NODE_221_length_34029_cov_28.9754	NODE_221_length_34029_cov_28.9754@1	18111	20408	False	0%		III-B	1	['TPR_1_CAS-III-B']	[18]	['4.40e-17']	[0.795]	[0.467]			keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.14	putative
NODE_4118_length_1928_cov_10.4319	NODE_4118_length_1928_cov_10.4319@1	435	1926	False	40%	0%	I-B	5	['Cas6_0_I-III', 'Cas8b2_7_CAS-I-B']	[2, 3]	['1.90e-25', '8.10e-134']	[0.772, 0.94]	[0.985, 0.487]	1		keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.14	putative
NODE_496_length_17436_cov_31.6333	NODE_496_length_17436_cov_31.6333@1	11476	12168	False	0%		III-A	1	['Csx1_5_CAS-III']	[13]	['1.90e-03']	[0.351]	[0.447]			keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.14	putative
NODE_325_length_24544_cov_23.488	NODE_325_length_24544_cov_23.488@1	4202	8158	False	0%		III-A	1	['AbiEii_0_CAS-III', 'AbiEii_0_CAS-III']	[4, 8]	['5.10e-09', '9.30e-08']	[0.587, 0.527]	[0.489, 0.423]			keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.14	putative
NODE_235_length_31717_cov_30.9758	NODE_235_length_31717_cov_30.9758@2	28366	29481	False	0%		III-A	1	['AbiEii_0_CAS-III']	[31]	['1.30e-04']	[0.306]	[0.405]			keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.14	putative
NODE_416_length_20413_cov_34.5499	NODE_416_length_20413_cov_34.5499@1	14377	17071	False	0%		III-B	2	['CasR_0_CAS-III-B-III-D', 'AbiEii_0_CAS-III']	[13, 15]	['1.70e-04', '4.40e-08']	[0.332, 0.667]	[0.455, 0.592]			keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.14	putative
NODE_276_length_27679_cov_25.1975	NODE_276_length_27679_cov_25.1975@1	16642	17391	False	0%		III-A	1	['AbiEii_0_CAS-III']	[14]	['3.80e-03']	[0.388]	[0.342]			keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.14	putative
NODE_2589_length_3554_cov_14.0226	NODE_2589_length_3554_cov_14.0226@1	2463	3299	False	0%	0%	I-A	0	['WYL_3_CAS-I-II-III-IV-V-VI']	[3]	['1.60e-24']	[0.649]	[0.971]			keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.14	putative
NODE_157_length_42999_cov_28.8439	NODE_157_length_42999_cov_28.8439@1	14878	18812	False	0%		III-A	1	['WYL_3_CAS-I-II-III-IV-V-VI', 'AbiEii_0_CAS-III']	[15, 18]	['1.10e-11', '2.00e-05']	[0.582, 0.547]	[0.994, 0.44]			keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.14	putative
NODE_1178_length_8339_cov_29.0744	NODE_1178_length_8339_cov_29.0744@1	5890	6735	False	0%	0%	I-A	0	['WYL_3_CAS-I-II-III-IV-V-VI']	[5]	['1.70e-10']	[0.574]	[0.977]			keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.14	putative
NODE_175_length_40187_cov_29.9583	NODE_175_length_40187_cov_29.9583@1	5523	6362	False	29%	0%	I-A	2	['Cas3HD_0_CAS-I']	[9]	['2.10e-04']	[0.35]	[0.498]	-1		keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.14	putative
NODE_296_length_26430_cov_42.3731	NODE_296_length_26430_cov_42.3731@1	4534	5646	False	0%		III-A	1	['AbiEii_0_CAS-III']	[4]	['2.20e-09']	[0.377]	[0.486]			keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.14	putative
NODE_377_length_21685_cov_27.8772	NODE_377_length_21685_cov_27.8772@1	20400	21164	False	0%		III-A	1	['AbiEii_0_CAS-III']	[17]	['8.70e-04']	[0.459]	[0.423]			keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.14	putative
NODE_2486_length_3756_cov_19.7109	NODE_2486_length_3756_cov_19.7109@1	849	1526	False	0%	0%	I-A	0	['CasR_1_CAS-I-II-III-IV-V-VI']	[2]	['4.30e-05']	[0.403]	[0.303]			keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.14	putative
NODE_106_length_59122_cov_31.5996	NODE_106_length_59122_cov_31.5996@1	24427	25368	False	0%	0%	I-A	0	['WYL_0_CAS-I-II-III-IV-V-VI']	[20]	['5.20e-43']	[0.968]	[0.965]			keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.14	putative
NODE_235_length_31717_cov_30.9758	NODE_235_length_31717_cov_30.9758@1	13876	14481	False	0%	0%	I-A	0	['CasR_1_CAS-I-II-III-IV-V-VI']	[16]	['6.20e-05']	[0.431]	[0.408]			keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.14	putative
NODE_145_length_44444_cov_31.7564	NODE_145_length_44444_cov_31.7564@1	36615	39077	False	20%		IV-A1	2	['Csf4_0_IVA']	[33]	['4.00e-53']	[0.817]	[0.916]	-1		keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.14	putative
NODE_276_length_27679_cov_25.1975	NODE_276_length_27679_cov_25.1975@2	23386	24063	False	0%		III-A	1	['AbiEii_0_CAS-III']	[19]	['2.10e-05']	[0.562]	[0.433]			keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.14	putative
NODE_95_length_64605_cov_34.0268	NODE_95_length_64605_cov_34.0268@2	58563	59276	False	0%		III-A	1	['AbiEii_0_CAS-III']	[49]	['4.20e-06']	[0.639]	[0.528]			keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.14	putative
NODE_920_length_10268_cov_14.8504	NODE_920_length_10268_cov_14.8504@1	1679	3274	False	14%	0%	I-A	1	['Cas3_0_I']	[3]	['3.10e-08']	[0.464]	[0.712]	-1		keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.14	putative
NODE_315_length_25205_cov_28.8468	NODE_315_length_25205_cov_28.8468@1	16921	17292	False	0%	0%	I-A	0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[20]	['5.00e-20']	[0.71]	[0.822]			keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.14	putative
NODE_2121_length_4573_cov_6.9668	NODE_2121_length_4573_cov_6.9668@1	3	308	False	25%		IV-B	2	['Cas11_0_IV']	[1]	['2.80e-03']	[0.951]	[0.833]	-1		keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.15	putative
NODE_953_length_9999_cov_8.29897	NODE_953_length_9999_cov_8.29897@1	6927	7598	False	0%		III-A	1	['AbiEii_0_CAS-III']	[8]	['2.20e-04']	[0.496]	[0.391]			keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.15	putative
NODE_4147_length_1909_cov_7.35707	NODE_4147_length_1909_cov_7.35707@1	1641	1907	False	0%		VI-B1	3	['Csx27_0_CAS-VI-B']	[3]	['4.40e-04']	[0.787]	[0.303]			keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.15	putative
NODE_3409_length_2481_cov_7.86356	NODE_3409_length_2481_cov_7.86356@1	582	2480	False	0%		III-A	1	['AbiEii_0_CAS-III']	[3]	['6.30e-08']	[0.322]	[0.405]			keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.15	putative
NODE_3464_length_2421_cov_4.26036	NODE_3464_length_2421_cov_4.26036@1	87	2420	False	20%		III-A	2	['Cas10_1_CAS-III']	[1]	['2.70e-206']	[0.887]	[0.998]	1		keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.15	putative
NODE_3823_length_2118_cov_5.94135	NODE_3823_length_2118_cov_5.94135@1	889	1860	False	0%	0%	I-A	0	['WYL_3_CAS-I-II-III-IV-V-VI']	[2]	['1.90e-16']	[0.534]	[0.988]			keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.15	putative
NODE_2309_length_4137_cov_4.71485	NODE_2309_length_4137_cov_4.71485@1	2	1593	False	17%		III-B	3	['AbiEii_0_CAS-III', 'Cmr5_0_IIIB']	[1, 2]	['1.80e-03', '3.40e-03']	[0.313, 0.485]	[0.412, 0.524]	1		keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.15	putative
NODE_320_length_24962_cov_7.83663	NODE_320_length_24962_cov_7.83663@1	15356	15724	False	0%	33%	I-A	1	['Cas4_0_I-II']	[15]	['2.90e-03']	[0.772]	[0.572]		1	keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.15	putative
NODE_582_length_14940_cov_8.35579	NODE_582_length_14940_cov_8.35579@1	89	4700	False	0%		III-A	1	['TPR_0_CAS-III-A', 'TPR_1_CAS-III-A']	[1, 2]	['7.30e-15', '2.40e-12']	[0.733, 0.504]	[0.423, 0.526]			keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.15	putative
NODE_2813_length_3196_cov_5.6673	NODE_2813_length_3196_cov_5.6673@1	1522	2202	False	0%		III-A	1	['AbiEii_0_CAS-III']	[3]	['2.20e-04']	[0.471]	[0.366]			keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.15	putative
NODE_2447_length_3814_cov_4.41766	NODE_2447_length_3814_cov_4.41766@1	3	566	False	0%		III-A	1	['AbiEii_0_CAS-III']	[1]	['9.70e-05']	[0.484]	[0.327]			keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.15	putative
NODE_3005_length_2972_cov_6.4011	NODE_3005_length_2972_cov_6.4011@1	2556	2972	False	0%		III-A	2.1	['Cas5_0_CAS-III-A']	[4]	['5.00e-03']	[0.748]	[0.486]			keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.15	putative
NODE_888_length_10599_cov_8.75939	NODE_888_length_10599_cov_8.75939@1	2672	5537	False	0%		III-A	1	['AbiEii_0_CAS-III', 'AbiEii_0_CAS-III']	[4, 7]	['9.30e-06', '3.80e-04']	[0.568, 0.46]	[0.472, 0.437]			keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.15	putative
NODE_1268_length_7644_cov_8.22875	NODE_1268_length_7644_cov_8.22875@1	644	1417	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['1.70e-05']	[0.442]	[0.401]			keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.15	putative
NODE_1418_length_6920_cov_6.89949	NODE_1418_length_6920_cov_6.89949@1	1440	2195	False	0%		III-A	1	['AbiEii_0_CAS-III']	[3]	['8.40e-08']	[0.556]	[0.468]			keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.15	putative
NODE_1218_length_8025_cov_6.60439	NODE_1218_length_8025_cov_6.60439@1	4935	5699	False	0%		III-A	1	['AbiEii_0_CAS-III']	[5]	['2.70e-08']	[0.596]	[0.504]			keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.15	putative
NODE_601_length_14535_cov_8.31927	NODE_601_length_14535_cov_8.31927@1	10337	13929	False	0%	33%	I-A	2	['Cas4_3_CAS-I-II-III-IV-V-VI', 'RT_0_CAS-III-AM-III-B']	[10, 13]	['4.80e-03', '4.10e-11']	[0.767, 0.342]	[0.36, 0.446]		1	keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.15	putative
NODE_2333_length_4088_cov_7.73568	NODE_2333_length_4088_cov_7.73568@1	68	1138	False	0%		III-A	1	['AbiEii_0_CAS-III']	[1]	['3.40e-05']	[0.378]	[0.465]			keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.15	putative
NODE_2807_length_3199_cov_5.95897	NODE_2807_length_3199_cov_5.95897@1	85	861	False	0%		III-A	1	['AbiEii_0_CAS-III']	[1]	['2.80e-03']	[0.359]	[0.331]			keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.15	putative
NODE_3763_length_2161_cov_6.42118	NODE_3763_length_2161_cov_6.42118@1	1422	2120	False	20%		III-A	4	['Csm2gr11_7_CAS-III-A']	[3]	['2.50e-03']	[0.33]	[0.727]	1		keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.15	putative
NODE_3988_length_2009_cov_3.67912	NODE_3988_length_2009_cov_3.67912@1	3	1416	False	20%		IV-D	2	['Csm6_7_CAS-III', 'Cas6_6_IVD']	[1, 2]	['3.00e-26', '6.00e-20']	[0.708, 0.867]	[0.424, 0.826]	-1		keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.15	putative
NODE_1698_length_5808_cov_8.2178	NODE_1698_length_5808_cov_8.2178@1	1544	3272	False	0%		III-A	1	['WYL_3_CAS-I-II-III-IV-V-VI', 'AbiEii_0_CAS-III']	[2, 3]	['4.60e-16', '6.50e-05']	[0.587, 0.421]	[0.994, 0.38]			keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.15	putative
NODE_834_length_11075_cov_7.31234	NODE_834_length_11075_cov_7.31234@2	10475	10771	False	0%	0%	I-A	0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[12]	['1.80e-16']	[0.778]	[0.729]			keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.15	putative
NODE_2858_length_3144_cov_8.89544	NODE_2858_length_3144_cov_8.89544@1	574	987	False	0%	0%	I-A	0	['PD_DExK_0_CAS-I-II-III-IV-V-VI']	[2]	['2.40e-18']	[0.449]	[0.39]			keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.15	putative
NODE_581_length_14967_cov_9.74497	NODE_581_length_14967_cov_9.74497@1	3456	4241	False	0%		III-A	1	['AbiEii_0_CAS-III']	[4]	['1.10e-04']	[0.618]	[0.556]			keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.15	putative
NODE_1232_length_7900_cov_6.2014	NODE_1232_length_7900_cov_6.2014@1	2191	3015	False	29%	0%	I-A	2	['Cas3HD_0_CAS-I']	[3]	['5.30e-03']	[0.422]	[0.468]	1		keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.15	putative
NODE_582_length_14940_cov_8.35579	NODE_582_length_14940_cov_8.35579@2	8976	10471	False	0%		III-A	1	['AbiEii_0_CAS-III', 'AbiEii_0_CAS-III']	[7, 8]	['3.00e-07', '2.80e-06']	[0.33, 0.639]	[0.32, 0.528]			keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.15	putative
NODE_1834_length_5378_cov_5.44899	NODE_1834_length_5378_cov_5.44899@1	1011	1187	False	17%		III-D	4	['Csm2gr11_2_CAS-III-D']	[2]	['3.10e-03']	[0.746]	[0.317]	-1		keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.15	putative
NODE_2638_length_3483_cov_5.4227	NODE_2638_length_3483_cov_5.4227@1	1	1518	False	14%	0%	I-A	1	['Cas3_0_I']	[1]	['1.30e-06']	[0.5]	[0.679]	1		keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.15	putative
NODE_1711_length_5769_cov_4.61498	NODE_1711_length_5769_cov_4.61498@1	3647	5617	False	17%		III-D	3	['CasR_1_CAS-I-II-III-IV-V-VI', 'Csx19_11_CAS-III-D']	[5, 7]	['1.50e-04', '7.50e-03']	[0.652, 0.422]	[0.312, 0.59]	-1		keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.15	putative
NODE_701_length_12871_cov_9.2198	NODE_701_length_12871_cov_9.2198@1	114	494	False	0%	0%	I-A	0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[1]	['9.10e-21']	[0.685]	[0.814]			keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.15	putative
NODE_2774_length_3258_cov_6.06619	NODE_2774_length_3258_cov_6.06619@1	1940	2635	False	0%	33%	II-A	3	['Csn2_13_CAS-II-A']	[4]	['3.40e-04']	[0.315]	[0.317]		-1	keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.15	putative
NODE_1324_length_7358_cov_7.2006	NODE_1324_length_7358_cov_7.2006@1	2032	3039	False	0%		III-A	1	['AbiEii_0_CAS-III']	[4]	['2.20e-05']	[0.491]	[0.546]			keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.15	putative
NODE_2456_length_3801_cov_5.98505	NODE_2456_length_3801_cov_5.98505@1	1938	3038	False	0%		IV-B	3	['CysH_0_IVB']	[3]	['2.30e-29']	[0.676]	[0.863]			keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.15	putative
NODE_4955_length_1551_cov_4.78877	NODE_4955_length_1551_cov_4.78877@1	232	1158	False	0%		III-B	1	['htpX_0_CAS-III-B']	[2]	['7.80e-21']	[0.676]	[0.609]			keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.15	putative
NODE_320_length_24962_cov_7.83663	NODE_320_length_24962_cov_7.83663@2	21030	21731	False	0%		III-A	1	['AbiEii_0_CAS-III']	[24]	['5.40e-04']	[0.402]	[0.317]			keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.15	putative
NODE_1903_length_5180_cov_6.79317	NODE_1903_length_5180_cov_6.79317@1	2	868	False	0%	0%	I-A	0	['WYL_3_CAS-I-II-III-IV-V-VI']	[1]	['1.40e-21']	[0.661]	[0.994]			keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.15	putative
NODE_2894_length_3092_cov_4.19427	NODE_2894_length_3092_cov_4.19427@1	555	3017	False	20%		IV-A1	2	['Csf4_0_IVA']	[2]	['3.20e-53']	[0.839]	[0.905]	1		keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.15	putative
NODE_4208_length_1873_cov_4.41089	NODE_4208_length_1873_cov_4.41089@1	3	203	False	0%	0%	I-B	4	['Cas11b_0_CAS-I-B']	[1]	['2.70e-03']	[0.866]	[0.335]			keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.15	putative
NODE_1749_length_5642_cov_9.30643	NODE_1749_length_5642_cov_9.30643@1	1069	2076	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['2.20e-03']	[0.31]	[0.366]			keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.15	putative
NODE_936_length_10121_cov_6.25681	NODE_936_length_10121_cov_6.25681@1	2490	4322	False	20%	0%	I-D	4	['Cas3_0_CAS-I-D']	[3]	['1.80e-05']	[0.365]	[0.379]	1		keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.15	putative
NODE_1393_length_7030_cov_5.91842	NODE_1393_length_7030_cov_5.91842@1	6526	7029	False	0%		III-A	1	['AbiEii_0_CAS-III']	[8]	['3.50e-03']	[0.69]	[0.398]			keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.15	putative
NODE_1195_length_8216_cov_8.81314	NODE_1195_length_8216_cov_8.81314@1	552	1793	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['9.50e-08']	[0.324]	[0.423]			keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.15	putative
NODE_1416_length_6923_cov_6.48515	NODE_1416_length_6923_cov_6.48515@1	3585	4439	False	0%	0%	I-A	0	['RT_0_CAS-I-II-III-IV-V-VI']	[4]	['4.50e-21']	[0.628]	[0.906]			keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.15	putative
NODE_1704_length_5791_cov_7.07915	NODE_1704_length_5791_cov_7.07915@1	2385	3974	False	14%	0%	I-A	1	['Cas3_0_I']	[2]	['6.20e-08']	[0.466]	[0.712]	1		keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.15	putative
NODE_2143_length_4516_cov_7.57745	NODE_2143_length_4516_cov_7.57745@1	336	1070	False	0%	0%	I-A	0	['CasR_1_CAS-I-II-III-IV-V-VI']	[1]	['6.30e-04']	[0.327]	[0.372]			keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.15	putative
NODE_1882_length_5251_cov_7.86393	NODE_1882_length_5251_cov_7.86393@1	3251	5251	False	14%	0%	I-A	2	['Cas3_0_CAS-I']	[4]	['3.30e-13']	[0.391]	[0.739]	1		keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.15	putative
NODE_1268_length_7644_cov_8.22875	NODE_1268_length_7644_cov_8.22875@2	6685	7362	False	0%	0%	I-A	0	['WYL_0_CAS-I-II-III-IV-V-VI']	[7]	['1.00e-47']	[0.973]	[0.735]			keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.15	putative
NODE_499_length_17335_cov_7.15017	NODE_499_length_17335_cov_7.15017@1	281	1219	False	0%	0%	I-A	0	['WYL_0_CAS-I-II-III-IV-V-VI']	[2]	['2.90e-43']	[0.99]	[0.984]			keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.15	putative
NODE_1313_length_7420_cov_6.03394	NODE_1313_length_7420_cov_6.03394@1	3599	4492	False	20%		III-A	4	['Csm4gr5_2_CAS-III-A']	[5]	['9.70e-03']	[0.389]	[0.485]	-1		keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.15	putative
NODE_4145_length_1910_cov_5.12291	NODE_4145_length_1910_cov_5.12291@1	1475	1909	False	17%		III-B	4	['Cmr5gr11_2_CAS-III-B']	[3]	['8.70e-04']	[0.6]	[0.638]	1		keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.15	putative
NODE_2087_length_4676_cov_5.77775	NODE_2087_length_4676_cov_5.77775@1	3910	4674	False	0%		III-A	1	['AbiEii_0_CAS-III']	[4]	['7.20e-04']	[0.486]	[0.44]			keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.15	putative
NODE_834_length_11075_cov_7.31234	NODE_834_length_11075_cov_7.31234@1	2638	5519	False	0%		III-B	2	['CasR_0_CAS-III-B-III-D', 'AbiEii_0_CAS-III']	[3, 5]	['1.50e-05', '6.50e-06']	[0.383, 0.359]	[0.525, 0.345]			keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.15	putative
NODE_1599_length_6125_cov_6.15074	NODE_1599_length_6125_cov_6.15074@1	1888	2328	False	17%	0%	I-E	4	['Cse2gr11_5_CAS-I-E']	[4]	['2.50e-03']	[0.66]	[0.482]	-1		keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.15	putative
NODE_727_length_12400_cov_7.47542	NODE_727_length_12400_cov_7.47542@1	10193	11242	False	0%	0%	I-A	0	['RT_0_CAS-I-II-III-IV-V-VI']	[12]	['1.50e-27']	[0.52]	[0.925]			keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.15	putative
NODE_518_length_16806_cov_7.791	NODE_518_length_16806_cov_7.791@1	12603	14077	False	0%		III-A	1	['AbiEii_0_CAS-III', 'AbiEii_0_CAS-III']	[12, 13]	['3.40e-05', '7.00e-03']	[0.336, 0.498]	[0.331, 0.331]			keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.15	putative
NODE_874_length_10692_cov_5.59396	NODE_874_length_10692_cov_5.59396@1	9204	9932	False	0%		III-A	1	['AbiEii_0_CAS-III']	[11]	['7.50e-07']	[0.461]	[0.387]			keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.15	putative
NODE_28_length_155467_cov_99.7622	NODE_28_length_155467_cov_99.7622@3	94935	96866	False	0%		III-A	1	['AbiEii_0_CAS-III']	[98]	['6.60e-10']	[0.365]	[0.725]			keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.17	putative
NODE_35_length_133738_cov_103.761	NODE_35_length_133738_cov_103.761@1	22516	23079	False	17%		III-D	3	['Csx19_11_CAS-III-D']	[24]	['4.30e-03']	[0.463]	[0.453]	1		keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.17	putative
NODE_100_length_63503_cov_106.994	NODE_100_length_63503_cov_106.994@2	44076	44933	False	0%		III-A	1	['AbiEii_0_CAS-III']	[49]	['1.70e-06']	[0.507]	[0.507]			keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.17	putative
NODE_195_length_36804_cov_117.51	NODE_195_length_36804_cov_117.51@1	26175	26924	False	0%		III-A	1	['AbiEii_0_CAS-III']	[30]	['1.60e-05']	[0.548]	[0.493]			keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.17	putative
NODE_160_length_42780_cov_109.693	NODE_160_length_42780_cov_109.693@1	39985	40713	False	0%		III-A	1	['AbiEii_0_CAS-III']	[37]	['7.80e-07']	[0.527]	[0.43]			keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.17	putative
NODE_30_length_146950_cov_116.429	NODE_30_length_146950_cov_116.429@3	114352	115041	False	0%		III-A	1	['AbiEii_0_CAS-III']	[130]	['7.60e-10']	[0.483]	[0.384]			keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.17	putative
NODE_90_length_65677_cov_88.6756	NODE_90_length_65677_cov_88.6756@1	2239	2985	False	0%	0%	I-A	0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[3]	['3.20e-03']	[0.329]	[0.729]			keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.17	putative
NODE_28_length_155467_cov_99.7622	NODE_28_length_155467_cov_99.7622@1	51539	52858	False	20%		IV-D	4	['RecD_0_IVD']	[53]	['2.40e-16']	[0.593]	[0.333]	-1		keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.17	putative
NODE_686_length_13008_cov_96.7333	NODE_686_length_13008_cov_96.7333@1	894	1154	False	17%		III-C	2	['Cmr5_0_IIIC']	[2]	['5.00e-03']	[0.713]	[0.481]	-1		keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.17	putative
NODE_125_length_49473_cov_113.17	NODE_125_length_49473_cov_113.17@1	5751	6931	False	0%	0%	I-A	1	['Csx20_0_CAS-I-III', 'WYL_3_CAS-I-II-III-IV-V-VI']	[7, 8]	['4.20e-37', '2.50e-07']	[0.976, 0.337]	[0.977, 0.523]			keratinized_gingiva	industrial	HMP_2012__SRS013946__bin.17	putative
