Contig,Operon,Start,End,Prediction,Complete_Interference,Complete_Adaptation,Best_type,Best_score,Genes,Positions,E-values,CoverageSeq,CoverageHMM,Strand_Interference,Strand_Adaptation,sampleID,out_type,Individual_ID,MAG_source,oral_site,Bin
NODE_55_length_39599_cov_105.6,NODE_55_length_39599_cov_105.6@2,36405,39149,False,14%,0%,I-A,1,['Cas3_0_I'],[31],['4.90e-17'],[0.351],[0.902],-1,,ERS3774419.bin.r.15,putative,ERS3774419,Ancient,calculus,ERS3774419-megahit_015
NODE_45_length_42950_cov_102.3,NODE_45_length_42950_cov_102.3@1,36584,37357,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[38],['6.00e-06'],[0.415],[0.359],,,ERS3774419.bin.r.15,putative,ERS3774419,Ancient,calculus,ERS3774419-megahit_015
NODE_169_length_17740_cov_102.2,NODE_169_length_17740_cov_102.2@1,11396,12811,False,14%,0%,I-A,2,['Cas3_0_CAS-I'],[12],['1.40e-11'],[0.534],[0.72],1,,ERS3774419.bin.r.15,putative,ERS3774419,Ancient,calculus,ERS3774419-megahit_015
NODE_55_length_39599_cov_105.6,NODE_55_length_39599_cov_105.6@1,7597,8589,False,0%,,III-B,1,['htpX_0_CAS-III-B'],[9],['6.70e-16'],[0.692],[0.758],,,ERS3774419.bin.r.15,putative,ERS3774419,Ancient,calculus,ERS3774419-megahit_015
NODE_3_length_188299_cov_84.0,NODE_3_length_188299_cov_84.0@2,94643,95425,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[112],['1.60e-06'],[0.333],[0.313],,,ERS3774421.bin.r.2,putative,ERS3774421,Ancient,calculus,ERS3774421-megahit_002
NODE_2_length_223928_cov_83.0,NODE_2_length_223928_cov_83.0@4,111023,111826,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[111],['2.30e-07'],[0.422],[0.398],,,ERS3774421.bin.r.2,putative,ERS3774421,Ancient,calculus,ERS3774421-megahit_002
NODE_4_length_168655_cov_86.8,NODE_4_length_168655_cov_86.8@2,157551,158273,False,0%,0%,I-A,0,['CasR_1_CAS-I-II-III-IV-V-VI'],[168],['4.40e-10'],[0.747],[0.775],,,ERS3774421.bin.r.2,putative,ERS3774421,Ancient,calculus,ERS3774421-megahit_002
NODE_36_length_38665_cov_75.2,NODE_36_length_38665_cov_75.2@2,18729,19598,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[13],['1.30e-04'],[0.359],[0.342],,,ERS3774421.bin.r.2,putative,ERS3774421,Ancient,calculus,ERS3774421-megahit_002
NODE_2_length_223928_cov_83.0,NODE_2_length_223928_cov_83.0@5,123417,124298,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[119],['1.10e-08'],[0.344],[0.331],,,ERS3774421.bin.r.2,putative,ERS3774421,Ancient,calculus,ERS3774421-megahit_002
NODE_2_length_223928_cov_83.0,NODE_2_length_223928_cov_83.0@7,184741,185304,False,0%,,III-B,1,['NYN_0_CAS-III-B'],[168],['7.20e-09'],[0.809],[0.45],,,ERS3774421.bin.r.2,putative,ERS3774421,Ancient,calculus,ERS3774421-megahit_002
NODE_3_length_188299_cov_84.0,NODE_3_length_188299_cov_84.0@1,14292,15251,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[15],['5.60e-06'],[0.356],[0.394],,,ERS3774421.bin.r.2,putative,ERS3774421,Ancient,calculus,ERS3774421-megahit_002
NODE_3_length_188299_cov_84.0,NODE_3_length_188299_cov_84.0@3,153230,154108,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[172],['1.40e-06'],[0.355],[0.377],,,ERS3774421.bin.r.2,putative,ERS3774421,Ancient,calculus,ERS3774421-megahit_002
NODE_12_length_75768_cov_80.7,NODE_12_length_75768_cov_80.7@1,71004,71711,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[72],['9.80e-09'],[0.479],[0.38],,,ERS3774421.bin.r.2,putative,ERS3774421,Ancient,calculus,ERS3774421-megahit_002
NODE_2_length_223928_cov_83.0,NODE_2_length_223928_cov_83.0@6,127401,128279,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[125],['6.00e-06'],[0.334],[0.327],,,ERS3774421.bin.r.2,putative,ERS3774421,Ancient,calculus,ERS3774421-megahit_002
NODE_7_length_87354_cov_86.7,NODE_7_length_87354_cov_86.7@1,27003,27818,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[31],['8.00e-08'],[0.386],[0.349],,,ERS3774421.bin.r.2,putative,ERS3774421,Ancient,calculus,ERS3774421-megahit_002
NODE_5_length_160698_cov_89.4,NODE_5_length_160698_cov_89.4@1,53466,53900,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[51],['3.70e-04'],[0.448],[0.356],,,ERS3774421.bin.r.2,putative,ERS3774421,Ancient,calculus,ERS3774421-megahit_002
NODE_6_length_117949_cov_87.6,NODE_6_length_117949_cov_87.6@2,97089,97814,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[99],['2.80e-07'],[0.459],[0.394],,,ERS3774421.bin.r.2,putative,ERS3774421,Ancient,calculus,ERS3774421-megahit_002
NODE_36_length_38665_cov_75.2,NODE_36_length_38665_cov_75.2@3,29691,30545,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[23],['3.30e-06'],[0.333],[0.317],,,ERS3774421.bin.r.2,putative,ERS3774421,Ancient,calculus,ERS3774421-megahit_002
NODE_6_length_117949_cov_87.6,NODE_6_length_117949_cov_87.6@1,33385,34185,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[33],['3.00e-06'],[0.337],[0.324],,,ERS3774421.bin.r.2,putative,ERS3774421,Ancient,calculus,ERS3774421-megahit_002
NODE_5_length_160698_cov_89.4,NODE_5_length_160698_cov_89.4@2,61830,64574,False,14%,0%,I-A,1,['Cas3_0_I'],[64],['5.00e-17'],[0.351],[0.902],1,,ERS3774421.bin.r.2,putative,ERS3774421,Ancient,calculus,ERS3774421-megahit_002
NODE_1_length_231312_cov_82.5,NODE_1_length_231312_cov_82.5@1,53149,53952,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[48],['4.80e-07'],[0.396],[0.345],,,ERS3774421.bin.r.2,putative,ERS3774421,Ancient,calculus,ERS3774421-megahit_002
NODE_4_length_168655_cov_86.8,NODE_4_length_168655_cov_86.8@1,94874,95626,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[103],['4.40e-06'],[0.398],[0.335],,,ERS3774421.bin.r.2,putative,ERS3774421,Ancient,calculus,ERS3774421-megahit_002
NODE_2_length_223928_cov_83.0,NODE_2_length_223928_cov_83.0@2,20489,22249,False,14%,0%,I-A,1,['Cas3_0_I'],[23],['2.00e-10'],[0.409],[0.684],-1,,ERS3774421.bin.r.2,putative,ERS3774421,Ancient,calculus,ERS3774421-megahit_002
NODE_2_length_223928_cov_83.0,NODE_2_length_223928_cov_83.0@1,11331,12746,False,14%,0%,I-A,2,['Cas3_0_CAS-I'],[12],['1.40e-11'],[0.534],[0.72],1,,ERS3774421.bin.r.2,putative,ERS3774421,Ancient,calculus,ERS3774421-megahit_002
NODE_2_length_223928_cov_83.0,NODE_2_length_223928_cov_83.0@3,51193,51993,False,0%,,IV-B,3,['CysH_0_IVB'],[57],['8.40e-04'],[0.521],[0.466],,,ERS3774421.bin.r.2,putative,ERS3774421,Ancient,calculus,ERS3774421-megahit_002
NODE_5_length_160698_cov_89.4,NODE_5_length_160698_cov_89.4@3,92350,93342,False,0%,,III-B,1,['htpX_0_CAS-III-B'],[86],['6.80e-16'],[0.692],[0.758],,,ERS3774421.bin.r.2,putative,ERS3774421,Ancient,calculus,ERS3774421-megahit_002
NODE_5_length_160698_cov_89.4,NODE_5_length_160698_cov_89.4@4,127779,128408,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[121],['4.30e-08'],[0.338],[0.619],,,ERS3774421.bin.r.2,putative,ERS3774421,Ancient,calculus,ERS3774421-megahit_002
NODE_66_length_27792_cov_84.1,NODE_66_length_27792_cov_84.1@1,22618,23022,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[38],['1.70e-03'],[0.519],[0.424],,,ERS3774421.bin.r.2,putative,ERS3774421,Ancient,calculus,ERS3774421-megahit_002
NODE_36_length_38665_cov_75.2,NODE_36_length_38665_cov_75.2@1,1882,3489,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[3],['3.00e-12'],[0.312],[0.574],,,ERS3774421.bin.r.2,putative,ERS3774421,Ancient,calculus,ERS3774421-megahit_002
NODE_3_length_188299_cov_84.0,NODE_3_length_188299_cov_84.0@4,163268,164041,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[181],['6.30e-06'],[0.415],[0.359],,,ERS3774421.bin.r.2,putative,ERS3774421,Ancient,calculus,ERS3774421-megahit_002
NODE_24_length_108368_cov_536.0,NODE_24_length_108368_cov_536.0@1,30649,31083,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[22],['3.70e-04'],[0.448],[0.356],,,ERS3774422.bin.r.23,putative,ERS3774422,Ancient,calculus,ERS3774422-megahit_023
NODE_112_length_64505_cov_470.9,NODE_112_length_64505_cov_470.9@1,53389,54039,False,0%,0%,I-A,0,['CasR_1_CAS-I-II-III-IV-V-VI'],[53],['2.70e-10'],[0.829],[0.775],,,ERS3774422.bin.r.23,putative,ERS3774422,Ancient,calculus,ERS3774422-megahit_023
NODE_67_length_80842_cov_453.2,NODE_67_length_80842_cov_453.2@2,27418,28272,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[25],['3.30e-06'],[0.333],[0.317],,,ERS3774422.bin.r.23,putative,ERS3774422,Ancient,calculus,ERS3774422-megahit_023
NODE_101_length_68500_cov_501.2,NODE_101_length_68500_cov_501.2@1,30832,31632,False,0%,,IV-B,3,['CysH_0_IVB'],[29],['3.80e-04'],[0.524],[0.47],,,ERS3774422.bin.r.23,putative,ERS3774422,Ancient,calculus,ERS3774422-megahit_023
NODE_51_length_85671_cov_521.3,NODE_51_length_85671_cov_521.3@1,24683,25456,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[24],['6.30e-06'],[0.415],[0.359],,,ERS3774422.bin.r.23,putative,ERS3774422,Ancient,calculus,ERS3774422-megahit_023
NODE_67_length_80842_cov_453.2,NODE_67_length_80842_cov_453.2@1,16465,17334,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[15],['1.30e-04'],[0.359],[0.342],,,ERS3774422.bin.r.23,putative,ERS3774422,Ancient,calculus,ERS3774422-megahit_023
NODE_91_length_72170_cov_356.0,NODE_91_length_72170_cov_356.0@1,16162,17577,False,14%,0%,I-A,2,['Cas3_0_CAS-I'],[18],['1.50e-11'],[0.534],[0.72],-1,,ERS3774422.bin.r.23,putative,ERS3774422,Ancient,calculus,ERS3774422-megahit_023
NODE_19_length_118211_cov_508.6,NODE_19_length_118211_cov_508.6@2,97148,97873,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[99],['2.80e-07'],[0.459],[0.394],,,ERS3774422.bin.r.23,putative,ERS3774422,Ancient,calculus,ERS3774422-megahit_023
NODE_657_length_27198_cov_469.0,NODE_657_length_27198_cov_469.0@1,11540,15199,False,0%,,III-A,1,"['AbiEii_0_CAS-III', 'Csa3_1_CAS-I-II-III-IV-V-VI']","[12, 15]","['2.20e-05', '5.70e-14']","[0.467, 0.691]","[0.426, 0.72]",,,ERS3774422.bin.r.23,putative,ERS3774422,Ancient,calculus,ERS3774422-megahit_023
NODE_24_length_108368_cov_536.0,NODE_24_length_108368_cov_536.0@3,69533,70525,False,0%,,III-B,1,['htpX_0_CAS-III-B'],[58],['6.90e-16'],[0.692],[0.758],,,ERS3774422.bin.r.23,putative,ERS3774422,Ancient,calculus,ERS3774422-megahit_023
NODE_164_length_55565_cov_449.1,NODE_164_length_55565_cov_449.1@1,54805,55512,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[55],['9.80e-09'],[0.479],[0.38],,,ERS3774422.bin.r.23,putative,ERS3774422,Ancient,calculus,ERS3774422-megahit_023
NODE_7_length_145486_cov_472.5,NODE_7_length_145486_cov_472.5@1,7240,8043,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[6],['4.90e-07'],[0.399],[0.349],,,ERS3774422.bin.r.23,putative,ERS3774422,Ancient,calculus,ERS3774422-megahit_023
NODE_142_length_58668_cov_503.6,NODE_142_length_58668_cov_503.6@1,28311,29114,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[26],['2.30e-07'],[0.422],[0.398],,,ERS3774422.bin.r.23,putative,ERS3774422,Ancient,calculus,ERS3774422-megahit_023
NODE_91_length_72170_cov_356.0,NODE_91_length_72170_cov_356.0@2,66522,66926,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[83],['1.70e-03'],[0.519],[0.424],,,ERS3774422.bin.r.23,putative,ERS3774422,Ancient,calculus,ERS3774422-megahit_023
NODE_51_length_85671_cov_521.3,NODE_51_length_85671_cov_521.3@2,34612,35490,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[33],['1.40e-06'],[0.355],[0.377],,,ERS3774422.bin.r.23,putative,ERS3774422,Ancient,calculus,ERS3774422-megahit_023
NODE_101_length_68500_cov_501.2,NODE_101_length_68500_cov_501.2@2,60575,62335,False,14%,0%,I-A,1,['Cas3_0_I'],[63],['2.00e-10'],[0.409],[0.684],1,,ERS3774422.bin.r.23,putative,ERS3774422,Ancient,calculus,ERS3774422-megahit_023
NODE_67_length_80842_cov_453.2,NODE_67_length_80842_cov_453.2@3,71152,73527,False,20%,,IV-A1,2,['Csf4_0_IVA'],[67],['9.00e-17'],[0.319],[0.383],-1,,ERS3774422.bin.r.23,putative,ERS3774422,Ancient,calculus,ERS3774422-megahit_023
NODE_24_length_108368_cov_536.0,NODE_24_length_108368_cov_536.0@4,104961,105590,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[93],['4.30e-08'],[0.338],[0.619],,,ERS3774422.bin.r.23,putative,ERS3774422,Ancient,calculus,ERS3774422-megahit_023
NODE_20_length_117976_cov_497.9,NODE_20_length_117976_cov_497.9@1,14320,15279,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[15],['5.60e-06'],[0.356],[0.394],,,ERS3774422.bin.r.23,putative,ERS3774422,Ancient,calculus,ERS3774422-megahit_023
NODE_78_length_75500_cov_543.7,NODE_78_length_75500_cov_543.7@1,13300,14115,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[13],['8.00e-08'],[0.386],[0.349],,,ERS3774422.bin.r.23,putative,ERS3774422,Ancient,calculus,ERS3774422-megahit_023
NODE_60_length_83045_cov_507.5,NODE_60_length_83045_cov_507.5@1,43796,44359,False,0%,,III-B,1,['NYN_0_CAS-III-B'],[34],['7.20e-09'],[0.809],[0.45],,,ERS3774422.bin.r.23,putative,ERS3774422,Ancient,calculus,ERS3774422-megahit_023
NODE_924_length_21693_cov_453.0,NODE_924_length_21693_cov_453.0@2,21348,21692,False,0%,0%,I-A,0,['CasR_0_CAS-I-II-III-IV-V-VI'],[22],['4.10e-07'],[0.774],[0.414],,,ERS3774422.bin.r.23,putative,ERS3774422,Ancient,calculus,ERS3774422-megahit_023
NODE_20_length_117976_cov_497.9,NODE_20_length_117976_cov_497.9@2,95153,95935,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[113],['1.60e-06'],[0.333],[0.313],,,ERS3774422.bin.r.23,putative,ERS3774422,Ancient,calculus,ERS3774422-megahit_023
NODE_24_length_108368_cov_536.0,NODE_24_length_108368_cov_536.0@2,39012,41756,False,14%,0%,I-A,1,['Cas3_0_I'],[35],['5.00e-17'],[0.351],[0.902],1,,ERS3774422.bin.r.23,putative,ERS3774422,Ancient,calculus,ERS3774422-megahit_023
NODE_19_length_118211_cov_508.6,NODE_19_length_118211_cov_508.6@1,33444,34244,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[33],['3.00e-06'],[0.337],[0.324],,,ERS3774422.bin.r.23,putative,ERS3774422,Ancient,calculus,ERS3774422-megahit_023
NODE_924_length_21693_cov_453.0,NODE_924_length_21693_cov_453.0@1,11719,12471,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[12],['4.40e-06'],[0.398],[0.335],,,ERS3774422.bin.r.23,putative,ERS3774422,Ancient,calculus,ERS3774422-megahit_023
NODE_142_length_58668_cov_503.6,NODE_142_length_58668_cov_503.6@2,40705,41586,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[34],['1.10e-08'],[0.344],[0.331],,,ERS3774422.bin.r.23,putative,ERS3774422,Ancient,calculus,ERS3774422-megahit_023
NODE_142_length_58668_cov_503.6,NODE_142_length_58668_cov_503.6@3,44689,45567,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[40],['6.10e-06'],[0.334],[0.327],,,ERS3774422.bin.r.23,putative,ERS3774422,Ancient,calculus,ERS3774422-megahit_023
NODE_54_length_17939_cov_115.3,NODE_54_length_17939_cov_115.3@1,2631,3590,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[4],['5.20e-06'],[0.356],[0.394],,,ERS3774423.bin.r.1,putative,ERS3774423,Ancient,calculus,ERS3774423-megahit_001
NODE_36_length_27167_cov_119.8,NODE_36_length_27167_cov_119.8@2,14483,15361,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[15],['1.30e-06'],[0.355],[0.377],,,ERS3774423.bin.r.1,putative,ERS3774423,Ancient,calculus,ERS3774423-megahit_001
NODE_93_length_12663_cov_111.4,NODE_93_length_12663_cov_111.4@1,11422,12663,False,14%,0%,I-A,2,['Cas3_0_CAS-I'],[12],['8.70e-12'],[0.609],[0.72],1,,ERS3774423.bin.r.1,putative,ERS3774423,Ancient,calculus,ERS3774423-megahit_001
NODE_57_length_17556_cov_94.4,NODE_57_length_17556_cov_94.4@1,7089,8816,False,14%,0%,I-A,1,['Cas3_0_I'],[8],['1.80e-10'],[0.417],[0.684],1,,ERS3774423.bin.r.1,putative,ERS3774423,Ancient,calculus,ERS3774423-megahit_001
NODE_716_length_3984_cov_108.0,NODE_716_length_3984_cov_108.0@1,3084,3791,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[4],['9.40e-09'],[0.479],[0.38],,,ERS3774423.bin.r.1,putative,ERS3774423,Ancient,calculus,ERS3774423-megahit_001
NODE_20_length_54325_cov_120.6,NODE_20_length_54325_cov_120.6@1,32741,33370,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[37],['4.10e-08'],[0.338],[0.619],,,ERS3774423.bin.r.1,putative,ERS3774423,Ancient,calculus,ERS3774423-megahit_001
NODE_137_length_10748_cov_98.1,NODE_137_length_10748_cov_98.1@1,9869,10273,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[18],['1.60e-03'],[0.519],[0.424],,,ERS3774423.bin.r.1,putative,ERS3774423,Ancient,calculus,ERS3774423-megahit_001
NODE_53_length_17994_cov_111.0,NODE_53_length_17994_cov_111.0@1,3838,4719,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[5],['1.10e-08'],[0.344],[0.331],,,ERS3774423.bin.r.1,putative,ERS3774423,Ancient,calculus,ERS3774423-megahit_001
NODE_1094_length_3094_cov_53.7,NODE_1094_length_3094_cov_53.7@1,3,3094,Ambiguous,"['100%', '100%']","['33%', '50%']","['II-A', 'II-C']",4,"['Cas1_4_CAS-I-II-III-IV-V-VI', 'Cas9_0_II']","[1, 2]","['1.40e-20', '4.20e-127']","[0.965, 0.646]","[0.305, 0.735]",-1,-1,ERS3774423.bin.r.1,putative,ERS3774423,Ancient,calculus,ERS3774423-megahit_001
NODE_37_length_26824_cov_107.8,NODE_37_length_26824_cov_107.8@1,15981,16835,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[19],['3.20e-06'],[0.333],[0.317],,,ERS3774423.bin.r.1,putative,ERS3774423,Ancient,calculus,ERS3774423-megahit_001
NODE_12_length_82596_cov_118.9,NODE_12_length_82596_cov_118.9@1,59583,60398,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[58],['7.60e-08'],[0.386],[0.349],,,ERS3774423.bin.r.1,putative,ERS3774423,Ancient,calculus,ERS3774423-megahit_001
NODE_24_length_44137_cov_107.3,NODE_24_length_44137_cov_107.3@1,30825,31637,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[38],['2.10e-07'],[0.365],[0.331],,,ERS3774423.bin.r.1,putative,ERS3774423,Ancient,calculus,ERS3774423-megahit_001
NODE_36_length_27167_cov_119.8,NODE_36_length_27167_cov_119.8@1,4554,5327,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[5],['6.00e-06'],[0.415],[0.359],,,ERS3774423.bin.r.1,putative,ERS3774423,Ancient,calculus,ERS3774423-megahit_001
NODE_18_length_54540_cov_105.8,NODE_18_length_54540_cov_105.8@1,54097,54540,Ambiguous,"['100%', '100%']","['0%', '0%']","['II-A', 'II-C']",2,['Cas9_0_II'],[46],['8.60e-37'],[0.878],[0.137],1,,ERS3774423.bin.r.1,putative,ERS3774423,Ancient,calculus,ERS3774423-megahit_001
NODE_102_length_12289_cov_112.4,NODE_102_length_12289_cov_112.4@1,2062,2625,False,0%,,III-B,1,['NYN_0_CAS-III-B'],[4],['6.90e-09'],[0.809],[0.45],,,ERS3774423.bin.r.1,putative,ERS3774423,Ancient,calculus,ERS3774423-megahit_001
NODE_123_length_11263_cov_61.0,NODE_123_length_11263_cov_61.0@1,3444,4196,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[4],['4.20e-06'],[0.398],[0.335],,,ERS3774423.bin.r.1,putative,ERS3774423,Ancient,calculus,ERS3774423-megahit_001
NODE_25_length_41108_cov_116.5,NODE_25_length_41108_cov_116.5@1,33492,33926,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[27],['3.50e-04'],[0.448],[0.356],,,ERS3774423.bin.r.1,putative,ERS3774423,Ancient,calculus,ERS3774423-megahit_001
NODE_53_length_17994_cov_111.0,NODE_53_length_17994_cov_111.0@2,7822,8745,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[12],['6.40e-06'],[0.318],[0.327],,,ERS3774423.bin.r.1,putative,ERS3774423,Ancient,calculus,ERS3774423-megahit_001
NODE_31_length_31444_cov_113.4,NODE_31_length_31444_cov_113.4@1,2179,2904,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[6],['2.70e-07'],[0.459],[0.394],,,ERS3774423.bin.r.1,putative,ERS3774423,Ancient,calculus,ERS3774423-megahit_001
NODE_35_length_28228_cov_117.8,NODE_35_length_28228_cov_117.8@1,24750,25742,False,0%,,III-B,1,['htpX_0_CAS-III-B'],[21],['6.50e-16'],[0.692],[0.758],,,ERS3774423.bin.r.1,putative,ERS3774423,Ancient,calculus,ERS3774423-megahit_001
NODE_284_length_7141_cov_113.7,NODE_284_length_7141_cov_113.7@1,1075,3819,False,14%,0%,I-A,1,['Cas3_0_I'],[3],['4.80e-17'],[0.351],[0.902],1,,ERS3774423.bin.r.1,putative,ERS3774423,Ancient,calculus,ERS3774423-megahit_001
NODE_71_length_14719_cov_105.1,NODE_71_length_14719_cov_105.1@1,6640,7443,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[5],['4.50e-07'],[0.396],[0.345],,,ERS3774423.bin.r.1,putative,ERS3774423,Ancient,calculus,ERS3774423-megahit_001
NODE_19_length_54335_cov_112.7,NODE_19_length_54335_cov_112.7@1,48614,49414,False,0%,,IV-B,3,['CysH_0_IVB'],[43],['3.60e-04'],[0.524],[0.47],,,ERS3774423.bin.r.1,putative,ERS3774423,Ancient,calculus,ERS3774423-megahit_001
NODE_82_length_21720_cov_65.7,NODE_82_length_21720_cov_65.7@1,12713,16372,False,0%,,III-A,1,"['Csa3_1_CAS-I-II-III-IV-V-VI', 'AbiEii_0_CAS-III']","[8, 11]","['5.40e-14', '1.80e-05']","[0.691, 0.467]","[0.72, 0.426]",,,ERS3774425.bin.r.5,putative,ERS3774425,Ancient,calculus,ERS3774425-megahit_005
NODE_75_length_23304_cov_66.4,NODE_75_length_23304_cov_66.4@2,20940,21821,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[17],['1.10e-08'],[0.344],[0.331],,,ERS3774425.bin.r.5,putative,ERS3774425,Ancient,calculus,ERS3774425-megahit_005
NODE_2_length_110041_cov_71.3,NODE_2_length_110041_cov_71.3@1,72099,72914,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[79],['7.40e-08'],[0.379],[0.342],,,ERS3774425.bin.r.5,putative,ERS3774425,Ancient,calculus,ERS3774425-megahit_005
NODE_9_length_66625_cov_71.5,NODE_9_length_66625_cov_71.5@1,2663,3292,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[4],['4.10e-08'],[0.338],[0.619],,,ERS3774425.bin.r.5,putative,ERS3774425,Ancient,calculus,ERS3774425-megahit_005
NODE_3_length_105769_cov_67.4,NODE_3_length_105769_cov_67.4@2,34952,35752,False,0%,,IV-B,3,['CysH_0_IVB'],[40],['3.50e-04'],[0.524],[0.47],,,ERS3774425.bin.r.5,putative,ERS3774425,Ancient,calculus,ERS3774425-megahit_005
NODE_4_length_92129_cov_69.3,NODE_4_length_92129_cov_69.3@1,91320,92045,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[92],['2.60e-07'],[0.459],[0.394],,,ERS3774425.bin.r.5,putative,ERS3774425,Ancient,calculus,ERS3774425-megahit_005
NODE_339_length_8421_cov_72.1,NODE_339_length_8421_cov_72.1@1,3198,3971,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[4],['5.90e-06'],[0.415],[0.359],,,ERS3774425.bin.r.5,putative,ERS3774425,Ancient,calculus,ERS3774425-megahit_005
NODE_9_length_66625_cov_71.5,NODE_9_length_66625_cov_71.5@2,37728,38720,False,0%,,III-B,1,['htpX_0_CAS-III-B'],[39],['6.40e-16'],[0.692],[0.758],,,ERS3774425.bin.r.5,putative,ERS3774425,Ancient,calculus,ERS3774425-megahit_005
NODE_20_length_45534_cov_71.1,NODE_20_length_45534_cov_71.1@1,39693,40445,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[43],['4.10e-06'],[0.398],[0.335],,,ERS3774425.bin.r.5,putative,ERS3774425,Ancient,calculus,ERS3774425-megahit_005
NODE_47_length_29160_cov_69.7,NODE_47_length_29160_cov_69.7@1,13954,14913,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[18],['5.20e-06'],[0.356],[0.394],,,ERS3774425.bin.r.5,putative,ERS3774425,Ancient,calculus,ERS3774425-megahit_005
NODE_75_length_23304_cov_66.4,NODE_75_length_23304_cov_66.4@1,16959,17837,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[10],['5.70e-06'],[0.334],[0.327],,,ERS3774425.bin.r.5,putative,ERS3774425,Ancient,calculus,ERS3774425-megahit_005
NODE_31_length_35551_cov_63.8,NODE_31_length_35551_cov_63.8@1,9740,12115,False,20%,,IV-A1,2,['Csf4_0_IVA'],[13],['8.40e-17'],[0.319],[0.383],1,,ERS3774425.bin.r.5,putative,ERS3774425,Ancient,calculus,ERS3774425-megahit_005
NODE_3_length_105769_cov_67.4,NODE_3_length_105769_cov_67.4@1,4260,6020,False,14%,0%,I-A,1,['Cas3_0_I'],[6],['1.90e-10'],[0.409],[0.684],-1,,ERS3774425.bin.r.5,putative,ERS3774425,Ancient,calculus,ERS3774425-megahit_005
NODE_49_length_28331_cov_63.9,NODE_49_length_28331_cov_63.9@1,20892,21695,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[22],['4.50e-07'],[0.396],[0.345],,,ERS3774425.bin.r.5,putative,ERS3774425,Ancient,calculus,ERS3774425-megahit_005
