genome,secondary_cluster,threshold,cluster_method,comparison_algorithm,primary_cluster
HMP_2012__SRS019219__bin.27.fa,41_2,0.06999999999999995,average,ANImf,41
HMP_2012__SRS021496__bin.25.fa,41_2,0.06999999999999995,average,ANImf,41
HMP_2012__SRS022143__bin.90.fa,41_2,0.06999999999999995,average,ANImf,41
HMP_2012__SRS022725__bin.18.fa,41_2,0.06999999999999995,average,ANImf,41
HMP_2012__SRS023617__bin.56.fa,41_2,0.06999999999999995,average,ANImf,41
HMP_2012__SRS024375__bin.37.fa,41_2,0.06999999999999995,average,ANImf,41
HMP_2012__SRS042131__bin.26.fa,41_2,0.06999999999999995,average,ANImf,41
HMP_2012__SRS057205__bin.60.fa,41_2,0.06999999999999995,average,ANImf,41
HMP_2012__SRS057539__bin.2.fa,41_2,0.06999999999999995,average,ANImf,41
HMP_2012__SRS064423__bin.44.fa,41_2,0.06999999999999995,average,ANImf,41
MGYG000298215.fna,41_2,0.06999999999999995,average,ANImf,41
MGYG000298283.fna,41_2,0.06999999999999995,average,ANImf,41
MGYG000298467.fna,41_2,0.06999999999999995,average,ANImf,41
MGYG000298718.fna,41_2,0.06999999999999995,average,ANImf,41
MGYG000298976.fna,41_2,0.06999999999999995,average,ANImf,41
MGYG000299068.fna,41_2,0.06999999999999995,average,ANImf,41
SEQF6053.1.fna,41_2,0.06999999999999995,average,ANImf,41
GWHARTP00000000.genome.fasta,42_0,0.06999999999999995,average,ANImf,42
CMC010.B.bin.r.8.fa,43_1,0.06999999999999995,average,ANImf,43
CMC016.B.bin.r.73.fa,43_1,0.06999999999999995,average,ANImf,43
CMC027.B.bin.r.87.fa,43_1,0.06999999999999995,average,ANImf,43
CMC030.B.bin.r.7.fa,43_1,0.06999999999999995,average,ANImf,43
HMP_2012__SRS013723__bin.56.fa,43_1,0.06999999999999995,average,ANImf,43
HMP_2012__SRS018665__bin.64.fa,43_1,0.06999999999999995,average,ANImf,43
HMP_2012__SRS049268__bin.60.fa,43_1,0.06999999999999995,average,ANImf,43
CMC001.B.bin.r.5.fa,44_1,0.06999999999999995,average,ANImf,44
CMC008.B.bin.r.58.fa,44_1,0.06999999999999995,average,ANImf,44
CMC020.B.bin.r.67.fa,44_1,0.06999999999999995,average,ANImf,44
CMC029.B.bin.r.45.fa,44_1,0.06999999999999995,average,ANImf,44
CMC042.B.bin.r.62.fa,44_1,0.06999999999999995,average,ANImf,44
CM_periimplantitis__SP_381SPT_T016__bin.20.fa,44_1,0.06999999999999995,average,ANImf,44
HMP_2012__SRS013723__bin.55.fa,44_1,0.06999999999999995,average,ANImf,44
HMP_2012__SRS015044__bin.34.fa,44_1,0.06999999999999995,average,ANImf,44
HMP_2012__SRS024087__bin.69.fa,44_1,0.06999999999999995,average,ANImf,44
HMP_2012__SRS047634__bin.16.fa,44_1,0.06999999999999995,average,ANImf,44
HMP_2012__SRS058808__bin.40.fa,44_1,0.06999999999999995,average,ANImf,44
HMP_2012__SRS063932__bin.61.fa,44_1,0.06999999999999995,average,ANImf,44
MGYG000298173.fna,44_1,0.06999999999999995,average,ANImf,44
GWHAQCF00000000.genome.fasta,45_1,0.06999999999999995,average,ANImf,45
GWHAQLK00000000.genome.fasta,45_1,0.06999999999999995,average,ANImf,45
GWHAQMX00000000.genome.fasta,45_1,0.06999999999999995,average,ANImf,45
CMC011.B.bin.r.58.fa,46_1,0.06999999999999995,average,ANImf,46
ERS12516935.bin.r.26.fa,46_1,0.06999999999999995,average,ANImf,46
ERS12516936.bin.r.25.fa,46_1,0.06999999999999995,average,ANImf,46
ERS12516938.bin.r.14.fa,46_1,0.06999999999999995,average,ANImf,46
ERS12516970.bin.r.23.fa,46_1,0.06999999999999995,average,ANImf,46
ERS12516983.bin.r.11.fa,46_1,0.06999999999999995,average,ANImf,46
GWHAPMK00000000.genome.fasta,46_1,0.06999999999999995,average,ANImf,46
GWHAPOA00000000.genome.fasta,46_1,0.06999999999999995,average,ANImf,46
GWHAPPH00000000.genome.fasta,46_1,0.06999999999999995,average,ANImf,46
GWHAPRB00000000.genome.fasta,46_1,0.06999999999999995,average,ANImf,46
GWHAPTE00000000.genome.fasta,46_1,0.06999999999999995,average,ANImf,46
GWHAPWB00000000.genome.fasta,46_1,0.06999999999999995,average,ANImf,46
GWHAPXD00000000.genome.fasta,46_1,0.06999999999999995,average,ANImf,46
GWHAQFU00000000.genome.fasta,46_1,0.06999999999999995,average,ANImf,46
GWHAQIW00000000.genome.fasta,46_1,0.06999999999999995,average,ANImf,46
GWHAQKQ00000000.genome.fasta,46_1,0.06999999999999995,average,ANImf,46
GWHAQMB00000000.genome.fasta,46_1,0.06999999999999995,average,ANImf,46
GWHAQMD00000000.genome.fasta,46_1,0.06999999999999995,average,ANImf,46
GWHAQMT00000000.genome.fasta,46_1,0.06999999999999995,average,ANImf,46
GWHAQMW00000000.genome.fasta,46_1,0.06999999999999995,average,ANImf,46
GWHAQSD00000000.genome.fasta,46_1,0.06999999999999995,average,ANImf,46
GWHAQTZ00000000.genome.fasta,46_1,0.06999999999999995,average,ANImf,46
GWHAQWK00000000.genome.fasta,46_1,0.06999999999999995,average,ANImf,46
GWHAQXW00000000.genome.fasta,46_1,0.06999999999999995,average,ANImf,46
GWHARCO00000000.genome.fasta,46_1,0.06999999999999995,average,ANImf,46
GWHARDZ00000000.genome.fasta,46_1,0.06999999999999995,average,ANImf,46
GWHAROY00000000.genome.fasta,46_1,0.06999999999999995,average,ANImf,46
GWHARQF00000000.genome.fasta,46_1,0.06999999999999995,average,ANImf,46
GWHARQQ00000000.genome.fasta,46_1,0.06999999999999995,average,ANImf,46
GWHARQY00000000.genome.fasta,46_1,0.06999999999999995,average,ANImf,46
GWHARRM00000000.genome.fasta,46_1,0.06999999999999995,average,ANImf,46
HMP_2012__SRS011115__bin.40.fa,46_1,0.06999999999999995,average,ANImf,46
HMP_2012__SRS018443__bin.42.fa,46_1,0.06999999999999995,average,ANImf,46
HMP_2012__SRS019071__bin.22.fa,46_1,0.06999999999999995,average,ANImf,46
HMP_2012__SRS022530__bin.5.fa,46_1,0.06999999999999995,average,ANImf,46
HMP_2012__SRS044373__bin.59.fa,46_1,0.06999999999999995,average,ANImf,46
HMP_2012__SRS045715__bin.35.fa,46_1,0.06999999999999995,average,ANImf,46
HMP_2012__SRS052876__bin.45.fa,46_1,0.06999999999999995,average,ANImf,46
HMP_2012__SRS075404__bin.42.fa,46_1,0.06999999999999995,average,ANImf,46
GWHAQRR00000000.genome.fasta,47_0,0.06999999999999995,average,ANImf,47
GWHARYB00000000.genome.fasta,48_0,0.06999999999999995,average,ANImf,48
CMC017.B.bin.r.47.fa,49_1,0.06999999999999995,average,ANImf,49
CMC028.B.bin.r.26.fa,49_1,0.06999999999999995,average,ANImf,49
CMC030.B.bin.r.81.fa,49_1,0.06999999999999995,average,ANImf,49
CMC034.B.bin.r.73.fa,50_1,0.06999999999999995,average,ANImf,50
ERS12516970.bin.r.51.fa,50_1,0.06999999999999995,average,ANImf,50
CMC038.A.bin.r.20.fa,51_1,0.06999999999999995,average,ANImf,51
CMC038.B.bin.r.5.fa,51_1,0.06999999999999995,average,ANImf,51
ERS11702747.bin.r.3.fa,51_1,0.06999999999999995,average,ANImf,51
ERS11702769.bin.r.2.fa,51_1,0.06999999999999995,average,ANImf,51
ERS11702771.bin.r.2.fa,51_1,0.06999999999999995,average,ANImf,51
ERS11702779.bin.r.2.fa,51_1,0.06999999999999995,average,ANImf,51
ERS11702783.bin.r.1.fa,51_1,0.06999999999999995,average,ANImf,51
ERS2985775.bin.r.1.fa,51_1,0.06999999999999995,average,ANImf,51
ERS2985779.bin.r.1.fa,51_1,0.06999999999999995,average,ANImf,51
ERS3774458.bin.r.7.fa,51_1,0.06999999999999995,average,ANImf,51
ERS3774463.bin.r.8.fa,51_1,0.06999999999999995,average,ANImf,51
ERS3774469.bin.r.12.fa,51_1,0.06999999999999995,average,ANImf,51
ERS4042406.bin.r.2.fa,51_1,0.06999999999999995,average,ANImf,51
ERS4042423.bin.r.11.fa,51_1,0.06999999999999995,average,ANImf,51
ERS4042427.bin.r.14.fa,51_1,0.06999999999999995,average,ANImf,51
ERS6205384.bin.r.3.fa,51_1,0.06999999999999995,average,ANImf,51
ERS6205390.bin.r.3.fa,51_1,0.06999999999999995,average,ANImf,51
ERS6205401.bin.r.1.fa,51_1,0.06999999999999995,average,ANImf,51
ERS6256688.bin.r.15.fa,51_1,0.06999999999999995,average,ANImf,51
ERS6256692.bin.r.3.fa,51_1,0.06999999999999995,average,ANImf,51
ERS6256693.bin.r.4.fa,51_1,0.06999999999999995,average,ANImf,51
ERS6256698.bin.r.5.fa,51_1,0.06999999999999995,average,ANImf,51
ERS6256699.bin.r.10.fa,51_1,0.06999999999999995,average,ANImf,51
ERS6256701.bin.r.4.fa,51_1,0.06999999999999995,average,ANImf,51
ERS6256702.bin.r.2.fa,51_1,0.06999999999999995,average,ANImf,51
ERS6256704.bin.r.7.fa,51_1,0.06999999999999995,average,ANImf,51
ERS6256706.bin.r.12.fa,51_1,0.06999999999999995,average,ANImf,51
ERS6256708.bin.r.3.fa,51_1,0.06999999999999995,average,ANImf,51
ERS6256713.bin.r.4.fa,51_1,0.06999999999999995,average,ANImf,51
ERS6256716.bin.r.2.fa,51_1,0.06999999999999995,average,ANImf,51
ERS6256718.bin.r.9.fa,51_1,0.06999999999999995,average,ANImf,51
ERS6256726.bin.r.3.fa,51_1,0.06999999999999995,average,ANImf,51
ERS6636090.bin.r.8.fa,51_1,0.06999999999999995,average,ANImf,51
ERS6636099.bin.r.23.fa,51_1,0.06999999999999995,average,ANImf,51
ERS6636154.bin.r.16.fa,51_1,0.06999999999999995,average,ANImf,51
ERSX0003001.bin.r.30.fa,51_1,0.06999999999999995,average,ANImf,51
ERSX0003002.bin.r.20.fa,51_1,0.06999999999999995,average,ANImf,51
ERSX0004030.bin.r.3.fa,51_1,0.06999999999999995,average,ANImf,51
ERSX0004057.bin.r.2.fa,51_1,0.06999999999999995,average,ANImf,51
ERSX0004077.bin.r.2.fa,51_1,0.06999999999999995,average,ANImf,51
ERSX0004078.bin.r.3.fa,51_1,0.06999999999999995,average,ANImf,51
ERSX0004082.bin.r.5.fa,51_1,0.06999999999999995,average,ANImf,51
SRS11653538.bin.r.1.fa,51_1,0.06999999999999995,average,ANImf,51
SRS11653539.bin.r.5.fa,51_1,0.06999999999999995,average,ANImf,51
SRS11653583.bin.r.4.fa,51_1,0.06999999999999995,average,ANImf,51
SRS11653590.bin.r.2.fa,51_1,0.06999999999999995,average,ANImf,51
SRS11653591.bin.r.1.fa,51_1,0.06999999999999995,average,ANImf,51
SRS15300788.bin.r.11.fa,51_1,0.06999999999999995,average,ANImf,51
SRS15300793.bin.r.1.fa,51_1,0.06999999999999995,average,ANImf,51
SRS15300794.bin.r.9.fa,51_1,0.06999999999999995,average,ANImf,51
SRS15300805.bin.r.20.fa,51_1,0.06999999999999995,average,ANImf,51
SRS15300807.bin.r.17.fa,51_1,0.06999999999999995,average,ANImf,51
SRS15300808.bin.r.1.fa,51_1,0.06999999999999995,average,ANImf,51
SRS3078087.bin.r.5.fa,51_1,0.06999999999999995,average,ANImf,51
SRS3078091.bin.r.10.fa,51_1,0.06999999999999995,average,ANImf,51
SRS3078097.bin.r.5.fa,51_1,0.06999999999999995,average,ANImf,51
SRS3078126.bin.r.1.fa,51_1,0.06999999999999995,average,ANImf,51
SRS3078156.bin.r.6.fa,51_1,0.06999999999999995,average,ANImf,51
SRS3078158.bin.r.8.fa,51_1,0.06999999999999995,average,ANImf,51
SRS3078163.bin.r.3.fa,51_1,0.06999999999999995,average,ANImf,51
SRS3078195.bin.r.4.fa,51_1,0.06999999999999995,average,ANImf,51
SRS3078200.bin.r.3.fa,51_1,0.06999999999999995,average,ANImf,51
SRS3078204.bin.r.5.fa,51_1,0.06999999999999995,average,ANImf,51
SRS6212649.bin.r.5.fa,51_1,0.06999999999999995,average,ANImf,51
SRS6212652.bin.r.1.fa,51_1,0.06999999999999995,average,ANImf,51
SRS6212661.bin.r.4.fa,51_1,0.06999999999999995,average,ANImf,51
SRS7212801.bin.r.8.fa,51_1,0.06999999999999995,average,ANImf,51
SRS7212802.bin.r.2.fa,51_1,0.06999999999999995,average,ANImf,51
SRS7212803.bin.r.6.fa,51_1,0.06999999999999995,average,ANImf,51
SRS7967576.bin.r.2.fa,51_1,0.06999999999999995,average,ANImf,51
SRS9263818.bin.r.1.fa,51_1,0.06999999999999995,average,ANImf,51
CMC004.B.bin.r.23.fa,52_0,0.06999999999999995,average,ANImf,52
CMC018.B.bin.r.41.fa,53_0,0.06999999999999995,average,ANImf,53
CMC004.B.bin.r.32.fa,54_1,0.06999999999999995,average,ANImf,54
CMC018.B.bin.r.42.fa,54_1,0.06999999999999995,average,ANImf,54
CMC022.B.bin.r.41.fa,54_1,0.06999999999999995,average,ANImf,54
CMC022.B.bin.r.20.fa,55_0,0.06999999999999995,average,ANImf,55
CMC001.B.bin.r.66.fa,56_1,0.06999999999999995,average,ANImf,56
CMC004.B.bin.r.60.fa,56_1,0.06999999999999995,average,ANImf,56
CMC005.B.bin.r.33.fa,56_1,0.06999999999999995,average,ANImf,56
CMC006.B.bin.r.77.fa,56_1,0.06999999999999995,average,ANImf,56
CMC009.B.bin.r.1.fa,56_1,0.06999999999999995,average,ANImf,56
CMC016.B.bin.r.66.fa,56_1,0.06999999999999995,average,ANImf,56
CMC020.B.bin.r.63.fa,56_1,0.06999999999999995,average,ANImf,56
CMC021.B.bin.r.39.fa,56_1,0.06999999999999995,average,ANImf,56
CM_periimplantitis__SP_344SPT_T016__bin.34.fa,56_1,0.06999999999999995,average,ANImf,56
HMP_2012__SRS017511__bin.12.fa,56_1,0.06999999999999995,average,ANImf,56
HMP_2012__SRS019906__bin.32.fa,56_1,0.06999999999999995,average,ANImf,56
HMP_2012__SRS024355__bin.5.fa,56_1,0.06999999999999995,average,ANImf,56
HMP_2012__SRS052876__bin.18.fa,56_1,0.06999999999999995,average,ANImf,56
MGYG000298222.fna,56_1,0.06999999999999995,average,ANImf,56
MGYG000298732.fna,56_1,0.06999999999999995,average,ANImf,56
CMC001.B.bin.r.19.fa,57_1,0.06999999999999995,average,ANImf,57
CMC004.B.bin.r.47.fa,57_1,0.06999999999999995,average,ANImf,57
CMC011.B.bin.r.90.fa,57_1,0.06999999999999995,average,ANImf,57
CMC012.B.bin.r.44.fa,57_1,0.06999999999999995,average,ANImf,57
CMC016.B.bin.r.79.fa,57_1,0.06999999999999995,average,ANImf,57
CMC018.B.bin.r.25.fa,57_1,0.06999999999999995,average,ANImf,57
CMC023.B.bin.r.51.fa,57_1,0.06999999999999995,average,ANImf,57
CMC027.B.bin.r.47.fa,57_1,0.06999999999999995,average,ANImf,57
CMC030.B.bin.r.58.fa,57_1,0.06999999999999995,average,ANImf,57
CMC033.B.bin.r.1.fa,57_1,0.06999999999999995,average,ANImf,57
CM_periimplantitis__SP_189SPI_T016__bin.29.fa,57_1,0.06999999999999995,average,ANImf,57
ERS12516980.bin.r.35.fa,57_1,0.06999999999999995,average,ANImf,57
HMP_2012__SRS016575__bin.38.fa,57_1,0.06999999999999995,average,ANImf,57
HMP_2012__SRS017691__bin.42.fa,57_1,0.06999999999999995,average,ANImf,57
HMP_2012__SRS023595__bin.17.fa,57_1,0.06999999999999995,average,ANImf,57
HMP_2012__SRS063603__bin.65.fa,57_1,0.06999999999999995,average,ANImf,57
MGYG000298475.fna,57_1,0.06999999999999995,average,ANImf,57
SEQF6952.1.fna,57_1,0.06999999999999995,average,ANImf,57
SRS7212796.bin.r.11.fa,57_1,0.06999999999999995,average,ANImf,57
ERS4545913.bin.r.8.fa,58_1,0.06999999999999995,average,ANImf,58
ERS6955110.bin.r.7.fa,58_1,0.06999999999999995,average,ANImf,58
ERS6955119.bin.r.2.fa,58_1,0.06999999999999995,average,ANImf,58
ERS6955127.bin.r.3.fa,58_1,0.06999999999999995,average,ANImf,58
ERS6955128.bin.r.4.fa,58_1,0.06999999999999995,average,ANImf,58
ERS6955130.bin.r.14.fa,58_1,0.06999999999999995,average,ANImf,58
ERS6955132.bin.r.1.fa,58_1,0.06999999999999995,average,ANImf,58
ERS6955148.bin.r.15.fa,58_1,0.06999999999999995,average,ANImf,58
ERS6955151.bin.r.1.fa,58_1,0.06999999999999995,average,ANImf,58
ERS6955162.bin.r.8.fa,58_1,0.06999999999999995,average,ANImf,58
ERS6955166.bin.r.1.fa,58_1,0.06999999999999995,average,ANImf,58
ERS6955167.bin.r.18.fa,58_1,0.06999999999999995,average,ANImf,58
ERS6955108.bin.r.8.fa,59_1,0.06999999999999995,average,ANImf,59
ERS6955130.bin.r.43.fa,59_1,0.06999999999999995,average,ANImf,59
CMC023.A.bin.r.80.fa,60_0,0.06999999999999995,average,ANImf,60
ERS3774379.bin.r.11.fa,61_0,0.06999999999999995,average,ANImf,61
CMC003.B.bin.r.42.fa,62_1,0.06999999999999995,average,ANImf,62
CMC006.B.bin.r.26.fa,62_1,0.06999999999999995,average,ANImf,62
CMC011.B.bin.r.59.fa,62_1,0.06999999999999995,average,ANImf,62
CMC022.B.bin.r.11.fa,62_1,0.06999999999999995,average,ANImf,62
CMC028.B.bin.r.71.fa,62_1,0.06999999999999995,average,ANImf,62
CMC030.B.bin.r.13.fa,62_1,0.06999999999999995,average,ANImf,62
CMC035.B.bin.r.62.fa,62_1,0.06999999999999995,average,ANImf,62
CMC038.A.bin.r.77.fa,62_1,0.06999999999999995,average,ANImf,62
CMC038.B.bin.r.140.fa,62_1,0.06999999999999995,average,ANImf,62
ERS11702773.bin.r.1.fa,62_1,0.06999999999999995,average,ANImf,62
ERS2985761.bin.r.9.fa,62_1,0.06999999999999995,average,ANImf,62
ERS2985783.bin.r.11.fa,62_1,0.06999999999999995,average,ANImf,62
ERS3395771.bin.r.1.fa,62_1,0.06999999999999995,average,ANImf,62
ERS3774489.bin.r.6.fa,62_1,0.06999999999999995,average,ANImf,62
ERS3774491.bin.r.23.fa,62_1,0.06999999999999995,average,ANImf,62
ERS4042431.bin.r.10.fa,62_1,0.06999999999999995,average,ANImf,62
ERS4042435.bin.r.6.fa,62_1,0.06999999999999995,average,ANImf,62
ERS6256700.bin.r.12.fa,62_1,0.06999999999999995,average,ANImf,62
ERSX0003001.bin.r.25.fa,62_1,0.06999999999999995,average,ANImf,62
ERSX0003003.bin.r.20.fa,62_1,0.06999999999999995,average,ANImf,62
HMP_2012__SRS011343__bin.36.fa,62_1,0.06999999999999995,average,ANImf,62
HMP_2012__SRS015215__bin.14.fa,62_1,0.06999999999999995,average,ANImf,62
HMP_2012__SRS016331__bin.3.fa,62_1,0.06999999999999995,average,ANImf,62
HMP_2012__SRS017139__bin.6.fa,62_1,0.06999999999999995,average,ANImf,62
HMP_2012__SRS017227__bin.71.fa,62_1,0.06999999999999995,average,ANImf,62
HMP_2012__SRS018157__bin.33.fa,62_1,0.06999999999999995,average,ANImf,62
HMP_2012__SRS022602__bin.58.fa,62_1,0.06999999999999995,average,ANImf,62
HMP_2012__SRS023595__bin.100.fa,62_1,0.06999999999999995,average,ANImf,62
HMP_2012__SRS047113__bin.68.fa,62_1,0.06999999999999995,average,ANImf,62
HMP_2012__SRS047634__bin.38.fa,62_1,0.06999999999999995,average,ANImf,62
HMP_2012__SRS049318__bin.78.fa,62_1,0.06999999999999995,average,ANImf,62
HMP_2012__SRS053917__bin.36.fa,62_1,0.06999999999999995,average,ANImf,62
MGYG000298418.fna,62_1,0.06999999999999995,average,ANImf,62
SEQF3099.1.fna,62_1,0.06999999999999995,average,ANImf,62
SEQF3135.1.fna,62_1,0.06999999999999995,average,ANImf,62
SEQF3136.1.fna,62_1,0.06999999999999995,average,ANImf,62
SEQF3140.1.fna,62_1,0.06999999999999995,average,ANImf,62
SEQF3142.1.fna,62_1,0.06999999999999995,average,ANImf,62
SRS473746.bin.r.23.fa,62_1,0.06999999999999995,average,ANImf,62
SRS15300786.bin.r.4.fa,63_1,0.06999999999999995,average,ANImf,63
SRS15300787.bin.r.3.fa,63_1,0.06999999999999995,average,ANImf,63
SRS15300810.bin.r.2.fa,63_1,0.06999999999999995,average,ANImf,63
SRS7212796.bin.r.9.fa,63_1,0.06999999999999995,average,ANImf,63
ERS11702754.bin.r.2.fa,64_1,0.06999999999999995,average,ANImf,64
ERS11702790.bin.r.3.fa,64_1,0.06999999999999995,average,ANImf,64
CMC024.B.bin.r.20.fa,64_2,0.06999999999999995,average,ANImf,64
ERS11702732.bin.r.11.fa,64_2,0.06999999999999995,average,ANImf,64
ERS11702748.bin.r.2.fa,64_2,0.06999999999999995,average,ANImf,64
ERS11702771.bin.r.1.fa,64_2,0.06999999999999995,average,ANImf,64
ERS11702773.bin.r.5.fa,64_2,0.06999999999999995,average,ANImf,64
ERS11702774.bin.r.13.fa,64_2,0.06999999999999995,average,ANImf,64
ERS11702780.bin.r.4.fa,64_2,0.06999999999999995,average,ANImf,64
ERS11702781.bin.r.2.fa,64_2,0.06999999999999995,average,ANImf,64
ERS11702798.bin.r.2.fa,64_2,0.06999999999999995,average,ANImf,64
ERS11702799.bin.r.4.fa,64_2,0.06999999999999995,average,ANImf,64
ERS3774482.bin.r.1.fa,64_2,0.06999999999999995,average,ANImf,64
ERS3774483.bin.r.2.fa,64_2,0.06999999999999995,average,ANImf,64
ERS3774484.bin.r.8.fa,64_2,0.06999999999999995,average,ANImf,64
ERSX0004019.bin.r.6.fa,64_2,0.06999999999999995,average,ANImf,64
SRS3078095.bin.r.7.fa,64_2,0.06999999999999995,average,ANImf,64
CMC008.B.bin.r.10.fa,65_1,0.06999999999999995,average,ANImf,65
CMC012.B.bin.r.2.fa,65_1,0.06999999999999995,average,ANImf,65
CMC018.B.bin.r.32.fa,65_1,0.06999999999999995,average,ANImf,65
CMC023.B.bin.r.49.fa,65_1,0.06999999999999995,average,ANImf,65
CMC034.B.bin.r.48.fa,65_1,0.06999999999999995,average,ANImf,65
CMC036.B.bin.r.37.fa,65_1,0.06999999999999995,average,ANImf,65
ERS12516970.bin.r.61.fa,65_1,0.06999999999999995,average,ANImf,65
HMP_2012__SRS013723__bin.57.fa,65_1,0.06999999999999995,average,ANImf,65
HMP_2012__SRS016331__bin.10.fa,65_1,0.06999999999999995,average,ANImf,65
HMP_2012__SRS020226__bin.53.fa,65_1,0.06999999999999995,average,ANImf,65
HMP_2012__SRS021960__bin.14.fa,65_1,0.06999999999999995,average,ANImf,65
HMP_2012__SRS043018__bin.38.fa,65_1,0.06999999999999995,average,ANImf,65
HMP_2012__SRS063603__bin.35.fa,65_1,0.06999999999999995,average,ANImf,65
SEQF3678.1.fna,65_1,0.06999999999999995,average,ANImf,65
CMC001.B.bin.r.42.fa,65_2,0.06999999999999995,average,ANImf,65
CMC007.B.bin.r.22.fa,65_2,0.06999999999999995,average,ANImf,65
CMC009.B.bin.r.25.fa,65_2,0.06999999999999995,average,ANImf,65
CMC010.B.bin.r.28.fa,65_2,0.06999999999999995,average,ANImf,65
CMC020.B.bin.r.45.fa,65_2,0.06999999999999995,average,ANImf,65
CMC021.B.bin.r.50.fa,65_2,0.06999999999999995,average,ANImf,65
CMC022.B.bin.r.49.fa,65_2,0.06999999999999995,average,ANImf,65
CMC028.B.bin.r.83.fa,65_2,0.06999999999999995,average,ANImf,65
CMC029.B.bin.r.8.fa,65_2,0.06999999999999995,average,ANImf,65
CMC031.B.bin.r.8.fa,65_2,0.06999999999999995,average,ANImf,65
CMC033.B.bin.r.85.fa,65_2,0.06999999999999995,average,ANImf,65
CMC038.B.bin.r.95.fa,65_2,0.06999999999999995,average,ANImf,65
CMC039.B.bin.r.69.fa,65_2,0.06999999999999995,average,ANImf,65
CMC045.B.bin.r.42.fa,65_2,0.06999999999999995,average,ANImf,65
CM_periimplantitis__SP_133SPT_T016__bin.1.fa,65_2,0.06999999999999995,average,ANImf,65
CM_periimplantitis__SP_162SPI_T016__bin.35.fa,65_2,0.06999999999999995,average,ANImf,65
CM_periimplantitis__SP_163SPT_T016__bin.10.fa,65_2,0.06999999999999995,average,ANImf,65
CM_periimplantitis__SP_283SPI_T016__bin.5.fa,65_2,0.06999999999999995,average,ANImf,65
CM_periimplantitis__SP_304SPI_T016__bin.4.fa,65_2,0.06999999999999995,average,ANImf,65
CM_periimplantitis__SP_387SPT_T016__bin.13.fa,65_2,0.06999999999999995,average,ANImf,65
CM_periimplantitis__SP_403SPT_T016__bin.11.fa,65_2,0.06999999999999995,average,ANImf,65
CM_periimplantitis__SP_502SPI_T016__bin.9.fa,65_2,0.06999999999999995,average,ANImf,65
ERS3395773.bin.r.1.fa,65_2,0.06999999999999995,average,ANImf,65
ERS3774380.bin.r.8.fa,65_2,0.06999999999999995,average,ANImf,65
ERS3774485.bin.r.29.fa,65_2,0.06999999999999995,average,ANImf,65
ERS3774490.bin.r.29.fa,65_2,0.06999999999999995,average,ANImf,65
HMP_2012__SRS022149__bin.3.fa,65_2,0.06999999999999995,average,ANImf,65
HMP_2012__SRS023595__bin.32.fa,65_2,0.06999999999999995,average,ANImf,65
