Contig,Operon,Start,End,Prediction,Complete_Interference,Complete_Adaptation,Best_type,Best_score,Genes,Positions,E-values,CoverageSeq,CoverageHMM,Strand_Interference,Strand_Adaptation,sampleID,out_type,length,completeness,contamination,Secondary_sample_accession,MAG_source,Study,Oral_site,Age_BP,Country,Continent,Industrialization,sample_host,Sample,primary_cluster,log_age
NODE_300_length_9474_cov_21.1,NODE_300_length_9474_cov_21.1@1,108,9130,III-A,100%,"",III-A,18,"['Cas10_1_CAS-III', 'Csm2gr11_2_CAS-III-A', 'Csm3gr7_1_CAS-III-A-III-D', 'Csm4gr5_0_CAS-III-A', 'Csm5gr7_1_CAS-III-A-III-D', 'Csx1_20_CAS-III', 'Cas6_5_CAS-I-II-III-IV-V-VI', 'Cas2_4_CAS-I-II-III-IV-V-VI', 'Cas1_8_CAS-I-II-III-IV-V-VI']","[1, 2, 3, 4, 5, 6, 7, 8, 9]","['8.90e-141', '1.90e-27', '2.10e-73', '1.90e-56', '9.30e-38', '1.10e-68', '1.10e-74', '3.30e-16', '4.60e-82']","[0.835, 0.875, 0.885, 0.968, 0.979, 0.916, 0.977, 0.771, 0.854]","[1.0, 0.901, 0.991, 0.99, 0.997, 0.995, 0.991, 0.831, 0.989]",1,,ERS11702774.bin.r.9,known,1813812,96.4,0,ERS11702774,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702774-megahit_009,25,
NODE_116_length_8565_cov_41.9,NODE_116_length_8565_cov_41.9@1,1,8203,I-B,100%,100%,I-B,19,"['Cas6_3_CAS-I-II-III-IV-V-VI', 'Cas8b1_12_CAS-I-B', 'Cas7_0_CAS-I-B', 'Cas5_0_CAS-I', 'Cas3_0_I', 'Cas4_5_CAS-I-II-III-IV-V-VI', 'Cas1_6_CAS-I-II-III-IV-V-VI', 'Cas2_4_CAS-I-II-III-IV-V-VI']","[1, 2, 3, 4, 5, 6, 7, 8]","['1.70e-84', '2.10e-148', '8.80e-37', '7.80e-15', '2.90e-100', '2.20e-50', '2.50e-140', '2.30e-30']","[0.916, 0.976, 0.879, 0.659, 0.477, 0.947, 0.972, 0.924]","[0.992, 0.99, 0.922, 0.726, 0.989, 0.994, 0.997, 0.978]",1,1,ERS11702775.bin.r.1,known,1833439,100,0,ERS11702775,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702775-megahit_001,25,
NODE_93_length_9540_cov_48.5,NODE_93_length_9540_cov_48.5@1,280,9203,III-A,100%,"",III-A,18,"['Cas10_1_CAS-III', 'Csm2gr11_2_CAS-III-A', 'Csm3gr7_1_CAS-III-A-III-D', 'Csm4_0_IIIA', 'Csm5gr7_1_CAS-III-A-III-D', 'Csx1_20_CAS-III', 'Cas6_5_CAS-I-II-III-IV-V-VI', 'Cas2_4_CAS-I-II-III-IV-V-VI', 'Cas1_8_CAS-I-II-III-IV-V-VI']","[1, 2, 3, 4, 5, 6, 7, 8, 9]","['1.10e-142', '2.00e-22', '6.80e-71', '6.60e-51', '5.80e-40', '1.10e-68', '1.60e-74', '3.20e-16', '4.60e-82']","[0.83, 0.761, 0.888, 0.92, 0.997, 0.916, 0.977, 0.771, 0.854]","[1.0, 0.754, 0.991, 0.954, 1.0, 0.995, 0.991, 0.831, 0.989]",1,,ERS11702775.bin.r.1,known,1833439,100,0,ERS11702775,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702775-megahit_001,25,
NODE_224_length_10936_cov_20.4,NODE_224_length_10936_cov_20.4@1,2019,10934,III-A,100%,"",III-A,18,"['Cas10_1_CAS-III', 'Csm2gr11_7_CAS-III-A', 'Csm3gr7_1_CAS-III-A-III-D', 'Csm4_0_IIIA', 'Csm5gr7_1_CAS-III-A-III-D', 'Csx1_9_CAS-III', 'Cas6_5_CAS-I-II-III-IV-V-VI', 'Cas2_4_CAS-I-II-III-IV-V-VI', 'Cas1_8_CAS-I-II-III-IV-V-VI']","[2, 3, 4, 5, 6, 7, 8, 9, 10]","['2.50e-138', '1.40e-24', '4.70e-75', '5.10e-49', '2.00e-41', '4.30e-67', '3.10e-72', '4.70e-20', '1.80e-79']","[0.836, 0.697, 0.888, 0.965, 0.989, 0.928, 0.96, 0.787, 0.894]","[1.0, 0.927, 0.991, 0.99, 0.995, 0.995, 0.986, 0.831, 0.993]",1,,ERS11702776.bin.r.3,known,1806371,92.94,1.72,ERS11702776,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702776-megahit_003,24,
NODE_129_length_9591_cov_44.5,NODE_129_length_9591_cov_44.5@1,502,9425,III-A,100%,"",III-A,18,"['Cas1_8_CAS-I-II-III-IV-V-VI', 'Cas2_4_CAS-I-II-III-IV-V-VI', 'Cas6_5_CAS-I-II-III-IV-V-VI', 'Csx1_20_CAS-III', 'Csm5gr7_1_CAS-III-A-III-D', 'Csm4_0_IIIA', 'Csm3gr7_1_CAS-III-A-III-D', 'Csm2gr11_2_CAS-III-A', 'Cas10_1_CAS-III']","[1, 2, 3, 4, 5, 6, 7, 8, 9]","['4.80e-82', '3.30e-16', '1.70e-74', '1.10e-68', '6.00e-40', '6.90e-51', '7.00e-71', '2.10e-22', '1.10e-142']","[0.854, 0.771, 0.977, 0.916, 0.997, 0.92, 0.888, 0.761, 0.83]","[0.989, 0.831, 0.991, 0.995, 1.0, 0.954, 0.991, 0.754, 1.0]",-1,,ERS11702777.bin.r.1,known,1883522,99.2,0,ERS11702777,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702777-megahit_001,25,
NODE_143_length_8544_cov_36.8,NODE_143_length_8544_cov_36.8@1,380,8543,I-B,100%,100%,I-B,19,"['Cas2_4_CAS-I-II-III-IV-V-VI', 'Cas1_6_CAS-I-II-III-IV-V-VI', 'Cas4_5_CAS-I-II-III-IV-V-VI', 'Cas3_0_I', 'Cas5_0_CAS-I', 'Cas7_0_CAS-I-B', 'Cas8b1_12_CAS-I-B', 'Cas6_3_CAS-I-II-III-IV-V-VI']","[1, 2, 3, 4, 5, 6, 7, 8]","['2.40e-30', '2.60e-140', '2.30e-50', '3.00e-100', '8.10e-15', '9.10e-37', '2.20e-148', '1.40e-84']","[0.924, 0.972, 0.947, 0.477, 0.659, 0.879, 0.976, 0.964]","[0.978, 0.997, 0.994, 0.989, 0.726, 0.922, 0.99, 0.992]",-1,-1,ERS11702777.bin.r.1,known,1883522,99.2,0,ERS11702777,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702777-megahit_001,25,
NODE_118_length_8447_cov_21.3,NODE_118_length_8447_cov_21.3@1,1,8285,III-A,100%,"",III-A,18,"['Cas1_8_CAS-I-II-III-IV-V-VI', 'Cas2_4_CAS-I-II-III-IV-V-VI', 'Cas6_5_CAS-I-II-III-IV-V-VI', 'Csx1_20_CAS-III', 'Csm5gr7_1_CAS-III-A-III-D', 'Csm4_0_IIIA', 'Csm3gr7_1_CAS-III-A-III-D', 'Csm2gr11_2_CAS-III-A', 'Cas10_1_CAS-III']","[1, 2, 3, 4, 5, 6, 7, 8, 9]","['6.70e-25', '3.30e-16', '1.70e-74', '1.10e-68', '6.00e-40', '6.80e-51', '7.00e-71', '2.00e-22', '1.10e-142']","[0.959, 0.771, 0.977, 0.916, 0.997, 0.92, 0.888, 0.761, 0.83]","[0.417, 0.831, 0.991, 0.995, 1.0, 0.954, 0.991, 0.754, 1.0]",-1,,ERS11702779.bin.r.1,known,1798243,95.35,0,ERS11702779,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702779-megahit_001,25,
NODE_158_length_6709_cov_20.6,NODE_158_length_6709_cov_20.6@1,414,6275,I-B,60%,100%,I-B,13,"['Cas7_0_CAS-I-B', 'Cas5_0_CAS-I', 'Cas3_0_I', 'Cas4_5_CAS-I-II-III-IV-V-VI', 'Cas1_6_CAS-I-II-III-IV-V-VI', 'Cas2_4_CAS-I-II-III-IV-V-VI']","[2, 3, 4, 5, 6, 7]","['9.00e-37', '8.10e-15', '3.00e-100', '2.30e-50', '2.60e-140', '2.40e-30']","[0.879, 0.659, 0.477, 0.947, 0.972, 0.924]","[0.922, 0.726, 0.989, 0.994, 0.997, 0.978]",1,1,ERS11702779.bin.r.1,known,1798243,95.35,0,ERS11702779,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702779-megahit_001,25,
NODE_858_length_4812_cov_33.5,NODE_858_length_4812_cov_33.5@1,2,4283,I-B,40%,100%,I-B,12,"['Cas5_0_CAS-I-B', 'Cas3_1_CAS-I', 'Cas4_5_CAS-I-II-III-IV-V-VI', 'Cas1_6_CAS-I-II-III-IV-V-VI', 'Cas2_4_CAS-I-II-III-IV-V-VI']","[1, 2, 3, 4, 5]","['3.20e-30', '7.20e-101', '1.40e-53', '1.10e-139', '2.60e-32']","[0.983, 0.891, 0.958, 0.957, 0.977]","[0.538, 0.902, 0.994, 0.997, 0.989]",1,1,ERS11702780.bin.r.7,known,1958660,98.06,0.8,ERS11702780,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702780-megahit_007,24,
NODE_284_length_9556_cov_35.4,NODE_284_length_9556_cov_35.4@1,501,9460,III-A,100%,"",III-A,18,"['Cas1_8_CAS-I-II-III-IV-V-VI', 'Cas2_4_CAS-I-II-III-IV-V-VI', 'Cas6_5_CAS-I-II-III-IV-V-VI', 'Csx1_20_CAS-III', 'Csm5gr7_1_CAS-III-A-III-D', 'Csm4_0_IIIA', 'Csm3gr7_1_CAS-III-A-III-D', 'Csm2gr11_7_CAS-III-A', 'Cas10_1_CAS-III']","[1, 2, 3, 4, 5, 6, 7, 8, 9]","['4.00e-79', '8.60e-20', '2.10e-72', '8.50e-67', '8.60e-41', '8.70e-50', '8.00e-75', '2.70e-24', '3.20e-138']","[0.857, 0.787, 0.951, 0.925, 0.989, 0.965, 0.843, 0.687, 0.836]","[0.993, 0.831, 0.977, 0.995, 0.995, 0.99, 0.991, 0.927, 1.0]",-1,,ERS11702780.bin.r.7,known,1958660,98.06,0.8,ERS11702780,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702780-megahit_007,24,
NODE_728_length_5401_cov_18.2,NODE_728_length_5401_cov_18.2@1,3,5401,III-A,100%,"",III-A,14,"['Csm5gr7_1_CAS-III-A-III-D', 'Csm4_0_IIIA', 'Csm3gr7_1_CAS-III-A-III-D', 'Csm2gr11_2_CAS-III-A', 'Cas10_1_CAS-III']","[1, 2, 3, 4, 5]","['2.10e-21', '6.90e-49', '3.40e-75', '2.00e-24', '5.20e-134']","[0.606, 0.962, 0.814, 0.669, 0.895]","[0.39, 0.987, 0.986, 0.746, 1.0]",-1,,ERS11702780.bin.r.9,known,1518485,84.95,0,ERS11702780,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702780-megahit_009,25,
NODE_211_length_9715_cov_85.1,NODE_211_length_9715_cov_85.1@1,239,9162,III-A,100%,"",III-A,18,"['Cas10_1_CAS-III', 'Csm2gr11_2_CAS-III-A', 'Csm3gr7_1_CAS-III-A-III-D', 'Csm4_0_IIIA', 'Csm5gr7_1_CAS-III-A-III-D', 'Csx1_20_CAS-III', 'Cas6_5_CAS-I-II-III-IV-V-VI', 'Cas2_4_CAS-I-II-III-IV-V-VI', 'Cas1_8_CAS-I-II-III-IV-V-VI']","[1, 2, 3, 4, 5, 6, 7, 8, 9]","['1.10e-142', '2.10e-22', '7.10e-71', '6.90e-51', '6.00e-40', '1.10e-68', '1.70e-74', '3.40e-16', '4.90e-82']","[0.83, 0.761, 0.888, 0.92, 0.997, 0.916, 0.977, 0.771, 0.854]","[1.0, 0.754, 0.991, 0.954, 1.0, 0.995, 0.991, 0.831, 0.989]",1,,ERS11702781.bin.r.4,known,1916921,100,0,ERS11702781,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702781-megahit_004,25,
NODE_192_length_10869_cov_71.5,NODE_192_length_10869_cov_71.5@1,2362,10507,I-B,100%,100%,I-B,19,"['Cas6_3_CAS-I-II-III-IV-V-VI', 'Cas8b1_12_CAS-I-B', 'Cas7_0_CAS-I-B', 'Cas5_0_CAS-I', 'Cas3_0_I', 'Cas4_5_CAS-I-II-III-IV-V-VI', 'Cas1_6_CAS-I-II-III-IV-V-VI', 'Cas2_4_CAS-I-II-III-IV-V-VI']","[4, 5, 6, 7, 8, 9, 10, 11]","['1.30e-84', '2.20e-148', '9.20e-37', '8.20e-15', '3.10e-100', '2.30e-50', '2.60e-140', '2.40e-30']","[0.988, 0.976, 0.879, 0.659, 0.477, 0.947, 0.972, 0.924]","[0.992, 0.99, 0.922, 0.726, 0.989, 0.994, 0.997, 0.978]",1,1,ERS11702781.bin.r.4,known,1916921,100,0,ERS11702781,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702781-megahit_004,25,
NODE_841_length_2698_cov_13.6,NODE_841_length_2698_cov_13.6@1,470,2566,III-A,60%,"",III-A,10,"['Csm2gr11_2_CAS-III-A', 'Csm3gr7_1_CAS-III-A-III-D', 'Csm4_0_IIIA']","[2, 3, 4]","['1.90e-22', '6.60e-71', '6.40e-51']","[0.761, 0.888, 0.92]","[0.754, 0.991, 0.954]",1,,ERS11702782.bin.r.2,known,1473181,80.62,0,ERS11702782,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702782-megahit_002,25,
NODE_1589_length_2107_cov_15.6,NODE_1589_length_2107_cov_15.6@1,2,2105,III-A,60%,"",III-A,8,"['Csm5gr7_1_CAS-III-A-III-D', 'Csm4_0_IIIA', 'Csm3gr7_1_CAS-III-A-III-D']","[1, 2, 3]","['6.50e-24', '5.10e-51', '6.90e-39']","[0.936, 0.92, 0.827]","[0.645, 0.954, 0.54]",-1,,ERS11702783.bin.r.6,known,1277302,82.91,0.98,ERS11702783,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702783-megahit_006,25,
NODE_960_length_5088_cov_15.4,NODE_960_length_5088_cov_15.4@1,1,5088,III-A,80%,"",III-A,14,"['Cas6_5_CAS-I-II-III-IV-V-VI', 'Csx1_20_CAS-III', 'Csm5gr7_1_CAS-III-A-III-D', 'Csm4_0_IIIA', 'Csm3gr7_1_CAS-III-A-III-D', 'Csm2gr11_2_CAS-III-A']","[1, 2, 3, 4, 5, 6]","['5.90e-62', '1.10e-68', '5.90e-40', '6.70e-51', '6.90e-71', '3.00e-22']","[0.995, 0.916, 0.997, 0.92, 0.888, 0.759]","[0.895, 0.995, 1.0, 0.954, 0.991, 0.746]",-1,,ERS11702787.bin.r.4,known,1674492,91.99,0.93,ERS11702787,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702787-megahit_004,25,
NODE_314_length_9037_cov_30.4,NODE_314_length_9037_cov_30.4@1,36,8959,III-A,100%,"",III-A,18,"['Cas10_1_CAS-III', 'Csm2gr11_2_CAS-III-A', 'Csm3gr7_1_CAS-III-A-III-D', 'Csm4_0_IIIA', 'Csm5gr7_1_CAS-III-A-III-D', 'Csx1_20_CAS-III', 'Cas6_5_CAS-I-II-III-IV-V-VI', 'Cas2_4_CAS-I-II-III-IV-V-VI', 'Cas1_8_CAS-I-II-III-IV-V-VI']","[1, 2, 3, 4, 5, 6, 7, 8, 9]","['1.00e-142', '2.00e-22', '6.70e-71', '6.60e-51', '5.70e-40', '1.10e-68', '1.60e-74', '3.20e-16', '4.60e-82']","[0.83, 0.761, 0.888, 0.92, 0.997, 0.916, 0.977, 0.771, 0.854]","[1.0, 0.754, 0.991, 0.954, 1.0, 0.995, 0.991, 0.831, 0.989]",1,,ERS11702789.bin.r.3,known,1798090,94.46,0,ERS11702789,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702789-megahit_003,25,
NODE_77_length_9251_cov_21.3,NODE_77_length_9251_cov_21.3@1,151,9179,III-A,100%,"",III-A,18,"['Cas1_8_CAS-I-II-III-IV-V-VI', 'Cas2_4_CAS-I-II-III-IV-V-VI', 'Cas6_5_CAS-I-II-III-IV-V-VI', 'Csx1_9_CAS-III', 'Csm5gr7_1_CAS-III-A-III-D', 'Csm4gr5_0_CAS-III-A', 'Csm3gr7_1_CAS-III-A-III-D', 'Csm2gr11_2_CAS-III-A', 'Cas10_1_CAS-III']","[1, 2, 3, 4, 5, 6, 7, 8, 9]","['4.40e-82', '3.40e-16', '3.90e-74', '2.30e-62', '9.40e-38', '6.30e-55', '2.00e-73', '2.20e-27', '5.60e-142']","[0.854, 0.771, 0.977, 0.917, 0.976, 0.965, 0.885, 0.868, 0.835]","[0.989, 0.831, 0.991, 0.992, 0.995, 0.987, 0.991, 0.894, 1.0]",-1,,ERS11702790.bin.r.2,known,1629866,93.6,0,ERS11702790,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702790-megahit_002,25,
NODE_90_length_8253_cov_18.4,NODE_90_length_8253_cov_18.4@1,118,8145,I-B,100%,100%,I-B,19,"['Cas6_3_CAS-I-II-III-IV-V-VI', 'Cas8b1_12_CAS-I-B', 'Cas7_0_CAS-I-B', 'Cas5_0_CAS-I', 'Cas3_0_I', 'Cas4_5_CAS-I-II-III-IV-V-VI', 'Cas1_6_CAS-I-II-III-IV-V-VI', 'Cas2_4_CAS-I-II-III-IV-V-VI']","[2, 4, 5, 6, 7, 8, 9, 11]","['6.00e-59', '4.30e-124', '8.30e-37', '7.40e-15', '2.80e-100', '2.10e-50', '2.00e-92', '2.20e-30']","[0.983, 0.979, 0.879, 0.659, 0.477, 0.947, 0.973, 0.924]","[0.725, 0.742, 0.922, 0.726, 0.989, 0.994, 0.697, 0.978]",1,1,ERS11702790.bin.r.2,known,1629866,93.6,0,ERS11702790,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702790-megahit_002,25,
NODE_114_length_8189_cov_23.0,NODE_114_length_8189_cov_23.0@1,25,8188,I-B,100%,100%,I-B,19,"['Cas2_4_CAS-I-II-III-IV-V-VI', 'Cas1_6_CAS-I-II-III-IV-V-VI', 'Cas4_5_CAS-I-II-III-IV-V-VI', 'Cas3_0_I', 'Cas5_0_CAS-I', 'Cas7_0_CAS-I-B', 'Cas8b1_12_CAS-I-B', 'Cas6_3_CAS-I-II-III-IV-V-VI']","[1, 2, 3, 4, 5, 6, 7, 8]","['2.30e-30', '2.50e-140', '2.20e-50', '2.90e-100', '7.80e-15', '8.70e-37', '2.10e-148', '1.40e-84']","[0.924, 0.972, 0.947, 0.477, 0.659, 0.879, 0.976, 0.964]","[0.978, 0.997, 0.994, 0.989, 0.726, 0.922, 0.99, 0.992]",-1,-1,ERS11702793.bin.r.1,known,1745071,95.67,0.04,ERS11702793,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702793-megahit_001,25,
NODE_85_length_9449_cov_26.8,NODE_85_length_9449_cov_26.8@1,157,9080,III-A,100%,"",III-A,18,"['Cas10_1_CAS-III', 'Csm2gr11_2_CAS-III-A', 'Csm3gr7_1_CAS-III-A-III-D', 'Csm4_0_IIIA', 'Csm5gr7_1_CAS-III-A-III-D', 'Csx1_20_CAS-III', 'Cas6_5_CAS-I-II-III-IV-V-VI', 'Cas2_4_CAS-I-II-III-IV-V-VI', 'Cas1_8_CAS-I-II-III-IV-V-VI']","[1, 2, 3, 4, 5, 6, 7, 8, 9]","['1.10e-142', '2.00e-22', '6.70e-71', '6.60e-51', '5.70e-40', '1.10e-68', '1.60e-74', '3.20e-16', '4.60e-82']","[0.83, 0.761, 0.888, 0.92, 0.997, 0.916, 0.977, 0.771, 0.854]","[1.0, 0.754, 0.991, 0.954, 1.0, 0.995, 0.991, 0.831, 0.989]",1,,ERS11702793.bin.r.1,known,1745071,95.67,0.04,ERS11702793,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702793-megahit_001,25,
NODE_883_length_1999_cov_11.2,NODE_883_length_1999_cov_11.2@1,288,1998,III-A,60%,"",III-A,10,"['Csm2gr11_2_CAS-III-A', 'Csm3gr7_1_CAS-III-A-III-D', 'Csm4_0_IIIA']","[2, 3, 4]","['2.00e-24', '3.40e-75', '2.10e-18']","[0.669, 0.814, 0.915]","[0.746, 0.986, 0.43]",1,,ERS11702795.bin.r.2,known,1473609,85.01,0.04,ERS11702795,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702795-megahit_002,25,
NODE_233_length_6313_cov_18.3,NODE_233_length_6313_cov_18.3@1,329,6190,I-B,60%,100%,I-B,13,"['Cas7_0_CAS-I-B', 'Cas5_0_CAS-I', 'Cas3_0_I', 'Cas4_5_CAS-I-II-III-IV-V-VI', 'Cas1_6_CAS-I-II-III-IV-V-VI', 'Cas2_4_CAS-I-II-III-IV-V-VI']","[2, 3, 4, 5, 6, 7]","['8.50e-37', '7.50e-15', '2.80e-100', '2.10e-50', '2.40e-140', '2.20e-30']","[0.879, 0.659, 0.477, 0.947, 0.972, 0.924]","[0.922, 0.726, 0.989, 0.994, 0.997, 0.978]",1,1,ERS11702798.bin.r.4,known,1661363,90.05,0,ERS11702798,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702798-megahit_004,25,
NODE_399_length_4603_cov_21.2,NODE_399_length_4603_cov_21.2@1,2,4442,III-A,80%,"",III-A,12,"['Csm4_0_IIIA', 'Csm3gr7_1_CAS-III-A-III-D', 'Csm2gr11_2_CAS-III-A', 'Cas10_1_CAS-III']","[1, 2, 3, 4]","['3.00e-46', '6.50e-71', '1.90e-22', '1.00e-142']","[0.996, 0.888, 0.761, 0.83]","[0.884, 0.991, 0.754, 1.0]",-1,,ERS11702798.bin.r.4,known,1661363,90.05,0,ERS11702798,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702798-megahit_004,25,
NODE_369_length_4782_cov_22.9,NODE_369_length_4782_cov_22.9@1,3,4275,I-B,40%,100%,I-B,12,"['Cas5_0_CAS-I-B', 'Cas3_1_CAS-I', 'Cas4_5_CAS-I-II-III-IV-V-VI', 'Cas1_6_CAS-I-II-III-IV-V-VI', 'Cas2_4_CAS-I-II-III-IV-V-VI']","[1, 2, 3, 4, 5]","['4.90e-29', '3.90e-101', '7.50e-54', '6.00e-140', '3.10e-32']","[0.982, 0.891, 0.958, 0.957, 0.977]","[0.525, 0.902, 0.994, 0.997, 0.989]",1,1,ERS11702799.bin.r.2,known,976836,56.07,0.8,ERS11702799,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702799-megahit_002,25,
NODE_308_length_9174_cov_30.8,NODE_308_length_9174_cov_30.8@1,85,9008,III-A,100%,"",III-A,18,"['Cas1_8_CAS-I-II-III-IV-V-VI', 'Cas2_4_CAS-I-II-III-IV-V-VI', 'Cas6_5_CAS-I-II-III-IV-V-VI', 'Csx1_20_CAS-III', 'Csm5gr7_1_CAS-III-A-III-D', 'Csm4_0_IIIA', 'Csm3gr7_1_CAS-III-A-III-D', 'Csm2gr11_2_CAS-III-A', 'Cas10_1_CAS-III']","[1, 2, 3, 4, 5, 6, 7, 8, 9]","['4.70e-82', '3.30e-16', '1.70e-74', '1.10e-68', '5.90e-40', '6.80e-51', '6.90e-71', '2.00e-22', '1.10e-142']","[0.854, 0.771, 0.977, 0.916, 0.997, 0.92, 0.888, 0.761, 0.83]","[0.989, 0.831, 0.991, 0.995, 1.0, 0.954, 0.991, 0.754, 1.0]",-1,,ERS11702801.bin.r.2,known,1862086,99.2,0,ERS11702801,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702801-megahit_002,25,
NODE_389_length_8025_cov_27.5,NODE_389_length_8025_cov_27.5@1,304,7654,I-B,80%,100%,I-B,17,"['Cas8b1_12_CAS-I-B', 'Cas7_0_CAS-I-B', 'Cas5_0_CAS-I', 'Cas3_0_I', 'Cas4_5_CAS-I-II-III-IV-V-VI', 'Cas1_6_CAS-I-II-III-IV-V-VI', 'Cas2_4_CAS-I-II-III-IV-V-VI']","[2, 3, 4, 5, 6, 7, 8]","['2.10e-148', '9.00e-37', '8.00e-15', '3.00e-100', '2.30e-50', '2.50e-140', '2.30e-30']","[0.976, 0.879, 0.659, 0.477, 0.947, 0.972, 0.924]","[0.99, 0.922, 0.726, 0.989, 0.994, 0.997, 0.978]",1,1,ERS11702801.bin.r.2,known,1862086,99.2,0,ERS11702801,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702801-megahit_002,25,
NODE_504_length_8550_cov_73.1,NODE_504_length_8550_cov_73.1@1,155,7906,III-A,100%,"",III-A,17,"['Cas10_1_CAS-III', 'Csm2gr11_2_CAS-III-A', 'Csm3gr7_1_CAS-III-A-III-D', 'Csm4_0_IIIA', 'Csm5gr7_1_CAS-III-A-III-D', 'Cas6_5_CAS-I-II-III-IV-V-VI', 'Cas2_4_CAS-I-II-III-IV-V-VI', 'Cas1_8_CAS-I-II-III-IV-V-VI']","[1, 2, 3, 4, 5, 6, 7, 8]","['1.10e-134', '2.30e-24', '3.30e-75', '3.60e-49', '8.90e-30', '2.80e-69', '4.70e-16', '4.70e-82']","[0.895, 0.669, 0.814, 0.962, 0.971, 0.977, 0.787, 0.854]","[1.0, 0.746, 0.986, 0.987, 0.986, 0.991, 0.831, 0.989]",1,,ERS11702805.bin.r.4,known,1915391,100,0,ERS11702805,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702805-megahit_004,25,
NODE_304_length_13208_cov_63.4,NODE_304_length_13208_cov_63.4@1,118,8876,I-B,100%,100%,I-B,19,"['Cas2_4_CAS-I-II-III-IV-V-VI', 'Cas1_6_CAS-I-II-III-IV-V-VI', 'Cas4_5_CAS-I-II-III-IV-V-VI', 'Cas3_0_I', 'Cas5_2_CAS-I-B', 'Cas7_0_CAS-I', 'Cas8b1_12_CAS-I-B', 'Cas6_3_CAS-I-II-III-IV-V-VI']","[1, 2, 3, 4, 5, 6, 7, 8]","['4.40e-31', '1.20e-140', '1.70e-55', '3.60e-70', '4.30e-17', '2.50e-26', '1.00e-03', '4.90e-85']","[0.924, 0.972, 0.913, 0.416, 0.559, 0.702, 0.831, 0.972]","[0.978, 0.997, 0.988, 0.902, 0.753, 0.978, 0.897, 0.996]",-1,-1,ERS11702805.bin.r.4,known,1915391,100,0,ERS11702805,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702805-megahit_004,25,
