Sample	Query	checkv_quality	vOTU	Rank	Kingdom	Phylum	Class	Order	Family	Genus	Species
CMC009.B	phage_comp_577_cycle_1	Complete	vOTU_01861664	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC009.B	phage_comp_618_cycle_1	Low-quality	vOTU_01431444	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC009.B	phage_comp_642_cycle_1	Medium-quality	vOTU_06421502	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC009.B	phage_comp_75_cycle_1	Low-quality	vOTU_08490888	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC009.B	phage_comp_75_cycle_2	Low-quality	vOTU_08490888	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC009.B	phage_comp_75_cycle_3	Low-quality	vOTU_08490888	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC009.B	phage_comp_97_cycle_1	Medium-quality	vOTU_07936903	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC010.B	phage_comp_113_cycle_1	Not-determined	vOTU_01942896	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC010.B	phage_comp_113_cycle_2	Not-determined	vOTU_01942896	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC010.B	phage_comp_137_cycle_1	Low-quality	vOTU_02822255	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC010.B	phage_comp_182_cycle_1	Medium-quality	vOTU_04139704	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC010.B	phage_comp_203_cycle_1	Low-quality	vOTU_02623236	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC010.B	phage_comp_242_cycle_1	Medium-quality	vOTU_05623302	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC010.B	phage_comp_252_cycle_1	Complete	vOTU_06301747	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC010.B	phage_comp_266_cycle_1	Medium-quality	vOTU_04669735	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC010.B	phage_comp_284_cycle_1	Complete	vOTU_08508965	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC010.B	phage_comp_304_cycle_1	Low-quality	vOTU_08565619	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC010.B	phage_comp_304_cycle_2	Low-quality	vOTU_03881827	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC010.B	phage_comp_315_cycle_1	Low-quality	vOTU_01424467	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC010.B	phage_comp_323_cycle_1	Complete	vOTU_01248010	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC010.B	phage_comp_452_cycle_1	Complete	vOTU_02331325	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC010.B	phage_comp_457_cycle_1	High-quality	vOTU_00742572	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC010.B	phage_comp_478_cycle_1	Medium-quality	vOTU_01627385	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC010.B	phage_comp_51_cycle_1	Complete	vOTU_01960231	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC010.B	phage_comp_51_cycle_2	Complete	vOTU_01960231	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC010.B	phage_comp_51_cycle_3	Complete	vOTU_01960231	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC010.B	phage_comp_57_cycle_1	Low-quality	vOTU_05593139	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__Autographiviridae	g__	s__
CMC010.B	phage_comp_603_cycle_1	Low-quality	vOTU_02877666	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC010.B	phage_comp_70_cycle_1	Complete	vOTU_03402283	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC010.B	phage_comp_719_cycle_1	Medium-quality	vOTU_02831151	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC010.B	phage_comp_725_cycle_1	Complete	vOTU_01403601	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC010.B	phage_comp_765_cycle_1	Complete	vOTU_04982913	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC011.B	phage_comp_1004_cycle_1	Low-quality	vOTU_01403417	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC011.B	phage_comp_1011_cycle_1	High-quality	vOTU_01431633	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC011.B	phage_comp_101_cycle_1	Low-quality	vOTU_01431412	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC011.B	phage_comp_131_cycle_1	Medium-quality	vOTU_06113491	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC011.B	phage_comp_131_cycle_2	Medium-quality	vOTU_06113491	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC011.B	phage_comp_165_cycle_1	Complete	vOTU_01941800	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC011.B	phage_comp_252_cycle_1	Low-quality	vOTU_03402291	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC011.B	phage_comp_394_cycle_1	Low-quality	vOTU_02625643	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC011.B	phage_comp_40_cycle_1	Not-determined	vOTU_05744092	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC011.B	phage_comp_40_cycle_2	Not-determined	vOTU_05744092	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC011.B	phage_comp_462_cycle_1	Complete	vOTU_01403192	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC011.B	phage_comp_482_cycle_1	Complete	vOTU_07934197	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC011.B	phage_comp_484_cycle_1	Low-quality	vOTU_04676002	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC011.B	phage_comp_573_cycle_1	Low-quality	vOTU_07948483	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC011.B	phage_comp_590_cycle_1	High-quality	vOTU_00687705	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC011.B	phage_comp_66_cycle_1	Medium-quality	vOTU_06457255	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC011.B	phage_comp_66_cycle_2	Medium-quality	vOTU_06457255	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC011.B	phage_comp_714_cycle_1	Low-quality	vOTU_08606647	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC011.B	phage_comp_748_cycle_1	Not-determined	vOTU_01957983	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC011.B	phage_comp_74_cycle_1	Low-quality	vOTU_03924730	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC011.B	phage_comp_74_cycle_2	Low-quality	vOTU_03924730	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC011.B	phage_comp_821_cycle_1	Medium-quality	vOTU_08523998	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC011.B	phage_comp_855_cycle_1	Medium-quality	vOTU_03392189	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC011.B	phage_comp_988_cycle_1	Medium-quality	vOTU_08609836	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC012.B	phage_comp_164_cycle_1	Not-determined	vOTU_01757447	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC012.B	phage_comp_164_cycle_2	Not-determined	vOTU_01757447	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC012.B	phage_comp_167_cycle_1	Not-determined	vOTU_01955659	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC012.B	phage_comp_167_cycle_2	Not-determined	vOTU_01955659	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC012.B	phage_comp_205_cycle_1	Medium-quality	vOTU_01407946	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC012.B	phage_comp_205_cycle_2	Medium-quality	vOTU_02885694	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC012.B	phage_comp_302_cycle_1	Complete	vOTU_02823413	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC012.B	phage_comp_302_cycle_2	Complete	vOTU_02823413	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC012.B	phage_comp_302_cycle_3	Complete	vOTU_02823413	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC012.B	phage_comp_302_cycle_4	Complete	vOTU_02823413	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC012.B	phage_comp_318_cycle_1	Not-determined	vOTU_05047049	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC012.B	phage_comp_343_cycle_1	Not-determined	vOTU_00746875	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC012.B	phage_comp_376_cycle_1	Complete	vOTU_02331588	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC012.B	phage_comp_376_cycle_2	Complete	vOTU_02331588	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC012.B	phage_comp_422_cycle_1	Medium-quality	vOTU_02331223	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC012.B	phage_comp_438_cycle_1	Medium-quality	vOTU_06836516	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC012.B	phage_comp_524_cycle_1	Medium-quality	vOTU_08674145	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__Tanisvirus	s__
CMC012.B	phage_comp_541_cycle_1	Medium-quality	vOTU_03402434	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC012.B	phage_comp_672_cycle_1	Complete	vOTU_02331325	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC012.B	phage_comp_713_cycle_1	Complete	vOTU_05571316	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC012.B	phage_comp_829_cycle_1	High-quality	vOTU_08507088	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC012.B	phage_comp_869_cycle_1	Low-quality	vOTU_07711494	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC012.B	phage_comp_869_cycle_2	Low-quality	vOTU_07711494	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC013.B	phage_comp_105_cycle_1	Low-quality	vOTU_01950016	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC013.B	phage_comp_106_cycle_1	Complete	vOTU_07085253	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC013.B	phage_comp_106_cycle_2	Complete	vOTU_07085253	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC013.B	phage_comp_110_cycle_1	Complete	vOTU_00687406	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC013.B	phage_comp_110_cycle_2	Complete	vOTU_00687406	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC013.B	phage_comp_111_cycle_1	Low-quality	vOTU_01918547	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC013.B	phage_comp_111_cycle_2	Low-quality	vOTU_01918547	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC013.B	phage_comp_114_cycle_1	High-quality	vOTU_05055447	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC013.B	phage_comp_121_cycle_1	Complete	vOTU_01406033	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC013.B	phage_comp_121_cycle_2	Complete	vOTU_01406033	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC013.B	phage_comp_121_cycle_3	Complete	vOTU_01406033	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC013.B	phage_comp_121_cycle_4	Complete	vOTU_01406033	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC013.B	phage_comp_124_cycle_1	Complete	vOTU_02331325	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC013.B	phage_comp_124_cycle_2	Complete	vOTU_02331325	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC013.B	phage_comp_135_cycle_1	Complete	vOTU_04887706	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC013.B	phage_comp_156_cycle_1	Complete	vOTU_01920304	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC013.B	phage_comp_156_cycle_2	Complete	vOTU_01920304	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC013.B	phage_comp_220_cycle_1	Low-quality	vOTU_01671674	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC013.B	phage_comp_220_cycle_2	Low-quality	vOTU_01671674	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC013.B	phage_comp_23_cycle_1	Complete	vOTU_00575778	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC013.B	phage_comp_241_cycle_1	Complete	vOTU_07964399	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC013.B	phage_comp_307_cycle_1	Medium-quality	vOTU_00218499	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC013.B	phage_comp_73_cycle_1	Medium-quality	vOTU_07939413	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC013.B	phage_comp_89_cycle_1	Complete	vOTU_08672455	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__Avocadovirus	s__Avocadovirus avocado
CMC015.B	phage_comp_135_cycle_1	Not-determined	vOTU_00001096	r__Monodnaviria	k__Loebvirae	p__Hofneiviricota	c__Faserviricetes	o__Tubulavirales	f__Inoviridae	g__	s__
CMC015.B	phage_comp_153_cycle_1	Medium-quality	vOTU_02624830	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC015.B	phage_comp_16_cycle_1	Complete	vOTU_08500359	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC015.B	phage_comp_16_cycle_2	Complete	vOTU_08500359	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC015.B	phage_comp_16_cycle_3	Complete	vOTU_08500359	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC015.B	phage_comp_182_cycle_1	Complete	vOTU_08672634	r__	k__	p__	c__Naldaviricetes	o__Lefavirales	f__Baculoviridae	g__Alphabaculovirus	s__Cyclophragma undans nucleopolyhedrovirus
CMC015.B	phage_comp_297_cycle_1	Complete	vOTU_07959448	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC015.B	phage_comp_325_cycle_1	Complete	vOTU_07936321	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC015.B	phage_comp_383_cycle_1	Low-quality	vOTU_01674894	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC015.B	phage_comp_463_cycle_1	Medium-quality	vOTU_00219150	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC015.B	phage_comp_513_cycle_1	Complete	vOTU_01858637	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC015.B	phage_comp_92_cycle_1	Low-quality	vOTU_01674912	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC015.B	phage_comp_92_cycle_2	Low-quality	vOTU_01674912	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC015.B	phage_comp_92_cycle_3	Low-quality	vOTU_01674912	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC016.B	phage_comp_131_cycle_1	Not-determined	vOTU_07086909	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC016.B	phage_comp_14_cycle_1	Not-determined	vOTU_01757447	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC016.B	phage_comp_211_cycle_1	Not-determined	vOTU_00256959	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC016.B	phage_comp_224_cycle_1	Not-determined	vOTU_01748257	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC016.B	phage_comp_224_cycle_2	Not-determined	vOTU_01748257	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC016.B	phage_comp_237_cycle_1	Complete	vOTU_01403487	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC016.B	phage_comp_242_cycle_1	Low-quality	vOTU_00569858	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC016.B	phage_comp_242_cycle_2	Low-quality	vOTU_00569858	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC016.B	phage_comp_292_cycle_1	Low-quality	vOTU_05055484	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC016.B	phage_comp_310_cycle_1	Complete	vOTU_02383666	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC016.B	phage_comp_310_cycle_2	Complete	vOTU_02383666	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC016.B	phage_comp_390_cycle_2	Low-quality	vOTU_01949068	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC016.B	phage_comp_393_cycle_1	Medium-quality	vOTU_01091798	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC016.B	phage_comp_411_cycle_1	High-quality	vOTU_01859331	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC016.B	phage_comp_463_cycle_1	Low-quality	vOTU_02898585	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC016.B	phage_comp_497_cycle_1	Not-determined	vOTU_00001096	r__Monodnaviria	k__Loebvirae	p__Hofneiviricota	c__Faserviricetes	o__Tubulavirales	f__Inoviridae	g__	s__
CMC016.B	phage_comp_536_cycle_1	Medium-quality	vOTU_01949046	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC016.B	phage_comp_560_cycle_1	Low-quality	vOTU_07956712	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC016.B	phage_comp_707_cycle_1	Not-determined	vOTU_00001096	r__Monodnaviria	k__Loebvirae	p__Hofneiviricota	c__Faserviricetes	o__Tubulavirales	f__Inoviridae	g__	s__
CMC016.B	phage_comp_743_cycle_1	Low-quality	vOTU_06727643	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC016.B	phage_comp_889_cycle_1	Complete	vOTU_01860190	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC016.B	phage_comp_88_cycle_1	Complete	vOTU_05055447	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC016.B	phage_comp_88_cycle_2	Complete	vOTU_05055451	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC016.B	phage_comp_88_cycle_3	Complete	vOTU_01756897	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC016.B	phage_comp_927_cycle_1	Medium-quality	vOTU_02842396	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC016.B	phage_comp_929_cycle_1	Low-quality	vOTU_01433816	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC016.B	phage_comp_950_cycle_1	Low-quality	vOTU_00263751	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC017.B	phage_comp_1074_cycle_1	Complete	vOTU_01671389	r__Monodnaviria	k__Loebvirae	p__Hofneiviricota	c__Faserviricetes	o__Tubulavirales	f__Inoviridae	g__	s__
CMC017.B	phage_comp_1111_cycle_2	Medium-quality	vOTU_02910837	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC017.B	phage_comp_1145_cycle_1	Not-determined	vOTU_00001096	r__Monodnaviria	k__Loebvirae	p__Hofneiviricota	c__Faserviricetes	o__Tubulavirales	f__Inoviridae	g__	s__
CMC017.B	phage_comp_1157_cycle_1	Low-quality	vOTU_06052799	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC017.B	phage_comp_1178_cycle_1	Not-determined	vOTU_00001096	r__Monodnaviria	k__Loebvirae	p__Hofneiviricota	c__Faserviricetes	o__Tubulavirales	f__Inoviridae	g__	s__
CMC017.B	phage_comp_167_cycle_1	Medium-quality	vOTU_01950125	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC017.B	phage_comp_177_cycle_1	Complete	vOTU_00518083	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC017.B	phage_comp_322_cycle_1	Not-determined	vOTU_02623929	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC017.B	phage_comp_432_cycle_1	Medium-quality	vOTU_01860067	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC017.B	phage_comp_435_cycle_1	Medium-quality	vOTU_01764338	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
