genome	accession	reference	gtdb_taxonomy	gtdb_genus	gtdb_species	ncbi_taxonomy	checkm2_completeness	checkm2_contamination	Host	Bin	Age_BP	Country	Continent	Industrialization	primary_cluster
GCA_965147715.1_SRR20550318_binner12_Refined_50_genomic	GCA_965147715.1	GB	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanocatella	Methanocatella intestini	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter smithii	99.81	0.15	reference genome						
GCF_000151225.1_ASM15122v1_genomic	GCF_000151225.1	RS	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanocatella	Methanocatella smithii	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter smithii	99.86	0.07	reference genome						
GCA_963606955.1_SRR8978220_cleanbin_000001_GreatApes_genomic	GCA_963606955.1	GB	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanocatella	Methanocatella sp963606955	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__;s__	99.87	0.26	reference genome						
GCF_934746965.1_ERR7738205_bin.119_genomic	GCF_934746965.1	RS	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanocatella	Methanocatella sp934746965	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__	99.75	0.51	reference genome						
GCF_902759285.1_Rumen_uncultured_genome_RUG10452_genomic	GCF_902759285.1	RS	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanocatella	Methanocatella sp900317865	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__	99.63	0.47	reference genome						
GCF_045646045.1_ASM4564604v1_genomic	GCF_045646045.1	RS	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanocatella	Methanocatella sp045646045	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__	98.52	2.53	reference genome						
GCF_045636185.1_ASM4563618v1_genomic	GCF_045636185.1	RS	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanocatella	Methanocatella sp045636185	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__	96.51	4.55	reference genome						
GCA_036309685.1_ASM3630968v1_genomic	GCA_036309685.1	GB	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanocatella	Methanocatella sp902777885	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__	84.36	1.83	reference genome						
GCF_015063065.1_ASM1506306v1_genomic	GCF_015063065.1	RS	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanocatella	Methanocatella sp017434555	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter millerae	96.84	0.73	reference genome						
GCA_045639105.1_ASM4563910v1_genomic	GCA_045639105.1	GB	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanosphaera	Methanosphaera sp045639105	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanosphaera;s__	97.71	0.19	reference genome						
GCF_045646205.1_ASM4564620v1_genomic	GCF_045646205.1	RS	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanocatella	Methanocatella sp045646205	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__	99.49	4.91	reference genome						
GCF_902770085.1_Rumen_uncultured_genome_RUG11531_genomic	GCF_902770085.1	RS	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanocatella	Methanocatella sp900319535	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__	96.25	0.71	reference genome						
GCA_017553445.1_ASM1755344v1_genomic	GCA_017553445.1	GB	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanocatella	Methanocatella sp017553445	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__	91.21	2.72	reference genome						
GCF_017447225.1_ASM1744722v1_genomic	GCF_017447225.1	RS	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanocatella	Methanocatella sp017447225	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__	96.65	0.88	reference genome						
GCF_045603845.1_ASM4560384v1_genomic	GCF_045603845.1	RS	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanocatella	Methanocatella sp045603845	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__	93.62	4.14	reference genome						
GCA_017460025.1_ASM1746002v1_genomic	GCA_017460025.1	GB	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanocatella	Methanocatella sp017460025	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__	86.32	2.67	reference genome						
GCA_015063005.1_ASM1506300v1_genomic	GCA_015063005.1	GB	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanocatella	Methanocatella millerae_B	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter millerae	89.54	1.54	reference genome						
GCF_001477655.1_ASM147765v1_genomic	GCF_001477655.1	RS	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanocatella	Methanocatella millerae_A	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter millerae	99.99	0.62	reference genome						
GCA_024689425.1_ASM2468942v1_genomic	GCA_024689425.1	GB	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanocatella	Methanocatella sp024689425	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__	94.2	0.74	reference genome						
GCF_900103415.1_IMG-taxon_2593339167_annotated_assembly_genomic	GCF_900103415.1	RS	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanocatella	Methanocatella millerae	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter millerae	99.99	0.94	reference genome						
GCF_001639275.1_ASM163927v1_genomic	GCF_001639275.1	RS	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanocatella	Methanocatella oralis	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter oralis	99.84	0.53	reference genome						
SRS6212649-megahit_002	SRS6212649.bin.r.2			1187	SRS6212649.bin.r.2				Ancient human	SRS6212649.bin.r.2	230	Japan	Asia	Ancient	1187
ERS2985769-megahit_011	ERS2985769.bin.r.11			1188	ERS2985769.bin.r.11				Ancient human	ERS2985769.bin.r.11	200	England	Europe	Ancient	1188
ERS6256708-megahit_004	ERS6256708.bin.r.4			1189	ERS6256708.bin.r.4				Ancient human	ERS6256708.bin.r.4	7100	Serbia	Europe	Ancient	1189
SRS3078195-megahit_019	SRS3078195.bin.r.19			1190	SRS3078195.bin.r.19				Ancient human	SRS3078195.bin.r.19	4400	Mongolia	Asia	Ancient	1190
